,go,pv,k,n,N,genes
167,GO_MRNA_METABOLIC_PROCESS,1.66630692357533e-17,151,436,1367,AAR2;ALYREF;APEX1;AURKAIP1;C1QBP;CLP1;CSTF2T;CTNNBL1;DCPS;DDX41;DKC1;EXOSC1;EXOSC4;EXOSC5;HNRNPA1;HNRNPF;HNRNPL;HSF1;KHDRBS1;KHSRP;LSM10;LSM2;LSM4;MAPKAPK2;MYD88;NBDY;NONO;NT5C3B;PCBP1;PHF5A;POLR2C;POLR2E;POLR2G;POLR2J;POLR2L;PPP2R1A;PQBP1;PRCC;PRKACA;PRMT5;PRPF19;PSMA7;PSMB10;PSMB4;PSMB5;PSMB6;PSMC3;PSMD10;PSMD2;PSMD3;PSMD8;PSMD9;PSME1;PSME2;PSMF1;PTBP1;PUF60;PYM1;RBM8A;RNF113A;RNH1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;SERBP1;SF3B2;SF3B3;SF3B4;SF3B5;SLBP;SNRNP25;SNRPB;SNRPC;SNRPD2;SNU13;SNUPN;SRSF9;SSU72;THOC5;TNFSF13;TRUB2;U2AF2;UBA52;UBB;UBL5;USP39;WBP11;XRN2;YBX1;YJU2;ZMAT2;ZMAT5
275,GO_MITOCHONDRIAL_ENVELOPE,1.7954801860329476e-17,140,393,1367,ABCB7;ABCD1;AK2;ATP5F1A;ATP5F1B;ATP5MC1;ATP5MC2;ATP5MF;AURKAIP1;BAK1;BCL2L13;BID;BLOC1S1;CARD19;CHCHD1;CHCHD2;CHCHD5;CIAPIN1;CISD1;COA4;COA7;COASY;COX10;COX14;COX15;COX4I1;COX5B;COX6A1;COX7C;COX8A;CYC1;DMAC1;DMAC2;DNAJC30;ERAL1;FIS1;FPGS;GCAT;GOT2;HIGD2A;HK1;HTRA2;IVD;MAIP1;MFN2;MICOS13;MICU1;MIEF1;MPC1L;MPV17L2;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7;MTLN;MUL1;NDUFA11;NDUFA12;NDUFA2;NDUFA8;NDUFAF3;NDUFB10;NDUFB11;NDUFB2;NDUFB6;NDUFB7;NDUFC1;NDUFS6;NDUFS7;NDUFS8;NME2;OGDH;OXA1L;PARK7;PHB;PHB2;PRELID1;PTPMT1;RMDN3;RNF5;ROMO1;RPS3;SAMM50;SDHA;SHMT2;SLC25A11;SLC25A20;SLC25A22;SLC25A23;SLC25A26;SLC25A3;SLC25A39;SLC25A5;SLC25A6;STING1;STMP1;STOML2;SUOX;TIMM17B;TIMM8B;TMBIM6;TMEM11;TMEM14C;TOMM40L;TOMM7;TRAP1;TSPO;UBA52;UBB;UBIAD1;UQCR10;UQCR11;UQCRC1;UQCRQ;VAT1
7,GO_RIBOSOME_BIOGENESIS,5.221371183862691e-17,79,174,1367,ABT1;C1QBP;DDX28;DDX31;DDX49;DHX37;DKC1;EBNA1BP2;ERAL1;ERI3;EXOSC1;EXOSC4;EXOSC5;FBL;GTF3A;IMP4;MALSU1;MPV17L2;MRPL10;MRPL11;MRPL36;MRPS11;MRPS2;MRPS7;MYBBP1A;NHP2;NOB1;NOC2L;NOC4L;NPM3;PES1;POP4;RBFA;RPL10;RPL10A;RPL11;RPL12;RPL14;RPL23A;RPL24;RPL26;RPL27;RPL3;RPL35;RPL35A;RPL5;RPL6;RPL7;RPL7A;RPLP0;RPP25;RPP40;RPS14;RPS15;RPS16;RPS17;RPS19;RPS2;RPS21;RPS27;RPS28;RPS5;RPS6;RPS7;RPS8;RPS9;RPUSD2;RRNAD1;RRP1;RRP9;RRS1;SNU13;TBL3;TRMT112;URB2;WBP11;WDR3;WDR46;XRN2
12,GO_INTRACELLULAR_PROTEIN_TRANSPORT,5.991044104448056e-17,191,606,1367,ACAA1;ACOT2;ACOT4;AIP;ALYREF;AP1S1;AP2M1;AP2S1;AP3D1;ARF1;ARF3;ARF5;ARL11;B3GAT3;BID;CALR;CDC37;CDK5;CLTA;COPA;COPG1;COPZ1;DYNLRB1;ECH1;EDEM2;EIF5A;EMD;ERP29;FIS1;GET3;GLE1;GSK3A;GSTK1;HMGCL;HTRA2;IPO13;IPO5;ITGB2;KATNB1;MAIP1;MFN2;MIEF1;NDC1;NGFR;NUCB1;NUP188;NUTF2;OAZ1;OS9;OXA1L;PARK7;PEX14;PEX16;PEX19;PHB2;PREB;PRKACA;RAB13;RAB1B;RAB20;RAB29;RAB33A;RAB34;RAB35;RAB5C;RAB8A;RBM8A;RHOD;ROMO1;RPH3AL;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;RRS1;RTN2;SAE1;SAMM50;SEC13;SEC24D;SGTA;SLBP;SLC25A6;SNAPIN;SNUPN;SNX11;SNX17;SNX8;SPCS1;SREBF2;SRP14;SRP68;SRSF9;SSNA1;SSR2;STX10;SYVN1;TBC1D10A;TBC1D22A;TBC1D25;TGFB1;THOC5;TIMM17B;TIMM8B;TM9SF4;TMED10;TMED3;TMED9;TOMM40L;TOMM7;TRIM28;TSPO;U2AF2;UBA52;UBB;UBE2D2;UBE2J2;UBE2L3;UBL5;UNC93B1;VCP;VPS11;VPS18;VPS25;VPS26B;VPS37C;XPO6;YWHAE;YWHAH;YWHAQ;ZDHHC12;ZDHHC24;ZDHHC4
82,GO_PROTEIN_LOCALIZATION_TO_MEMBRANE,7.032145067957446e-17,117,310,1367,ACTB;AP2M1;AP3D1;BAG6;BID;BSG;CDK5;CSK;EPHB2;FIS1;FLOT1;FLOT2;GET3;GORASP2;GSN;ITGAL;ITGB2;MAIP1;MIEF1;NMT1;OXA1L;PDZD11;PEX16;PEX19;PTPN9;RAB13;RAB29;RAB34;RAB8A;RACK1;RER1;ROMO1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;SAMM50;SGTA;SRP14;SRP68;SSNA1;SSR2;STAC;SYS1;TESC;TGFB1;TM9SF2;TM9SF4;TMBIM1;TNFRSF1A;TSPAN14;UBA52;VPS37C;YWHAE;YWHAH;YWHAQ;ZDHHC12;ZDHHC24;ZDHHC4
345,GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS,7.4809819821548e-17,180,561,1367,ADRM1;ALAD;AMFR;ANAPC11;AP2M1;AP2S1;APEX1;ARAF;ATRAID;BAG6;CCDC115;CCDC22;CLPP;CLTA;CSNK1A1;CST3;CTSC;CTSH;DCAF11;DCPS;DDA1;DDB1;DKC1;DMAC2;EDEM2;ERI3;ERLIN1;EXOSC1;EXOSC4;EXOSC5;FAF1;FEN1;GNA12;GPX1;GSK3A;HSF1;HSP90AB1;HTRA2;ISG15;KAT5;KCTD17;KHSRP;LONP1;LSM2;LSM4;MAGEA2B;MAPKAPK2;MSN;MYD88;NBDY;NEDD8;NT5C3B;OAS2;OS9;PARK7;PDCL3;POLR2G;PPP2R1A;PRKACA;PRPF19;PSMA7;PSMB10;PSMB4;PSMB5;PSMB6;PSMC3;PSMD10;PSMD2;PSMD3;PSMD8;PSMD9;PSME1;PSME2;PSMF1;PYM1;RACK1;RAD23A;RBM8A;RHBDD2;RNASEH2A;RNF126;RNF167;RNF4;RNF41;RNF5;RNH1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;SDF2L1;SERBP1;SGTA;SHARPIN;SIRT2;SYVN1;TNFSF13;TOR1A;TRIR;UBA1;UBA52;UBB;UBE2D2;UBE2D4;UBE2I;UBE2J2;UBE2L3;UBE2L6;UBE2S;UBE2Z;UBE3C;UBL7;UBQLN4;USP11;USP5;VCP;VPS11;VPS25;VPS37C;WDR81;XRN2;YBX1
36,GO_MITOCHONDRIAL_TRANSLATION,1.1393104036181327e-16,47,78,1367,AARS1;AURKAIP1;C1QBP;CHCHD1;EARS2;ERAL1;GADD45GIP1;GATB;HARS1;IARS2;MALSU1;MPV17L2;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7;OXA1L;RMND1;SHMT2;TRUB2;TUFM;YARS2
243,GO_SMALL_RIBOSOMAL_SUBUNIT,3.823148756010343e-16,35,49,1367,MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7;RACK1;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;UBA52
151,GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,6.072272533229889e-16,98,247,1367,AAR2;ABT1;C1QBP;CLP1;DDX28;DDX31;DDX49;DHX37;DKC1;EBNA1BP2;EIF3D;EIF3F;EIF3G;EIF3H;EIF3L;ERAL1;ERI3;EXOSC1;EXOSC4;EXOSC5;FBL;GTF3A;HSP90AB1;IMP4;LSM4;MALSU1;MPV17L2;MRPL10;MRPL11;MRPL36;MRPS11;MRPS2;MRPS7;MYBBP1A;NHP2;NOB1;NOC2L;NOC4L;NPM3;NUFIP1;PES1;POP4;PRMT5;PRPF19;RBFA;RPL10;RPL10A;RPL11;RPL12;RPL13A;RPL14;RPL23A;RPL24;RPL26;RPL27;RPL3;RPL35;RPL35A;RPL5;RPL6;RPL7;RPL7A;RPLP0;RPP25;RPP40;RPS14;RPS15;RPS16;RPS17;RPS19;RPS2;RPS21;RPS27;RPS28;RPS5;RPS6;RPS7;RPS8;RPS9;RPUSD2;RRNAD1;RRP1;RRP9;RRS1;SNRPB;SNRPC;SNRPD2;SNU13;SNUPN;SRSF9;TBL3;TRMT112;URB2;USP39;WBP11;WDR3;WDR46;XRN2
148,GO_TRANSLATIONAL_ELONGATION,6.481480173950414e-16,45,75,1367,AARS1;AURKAIP1;CHCHD1;DPH2;EEF1A1;EEF2;EEFSEC;EIF5A;ERAL1;GADD45GIP1;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7;OXA1L;RACK1;RPL30;RPLP1;RPLP2;TUFM
246,GO_MITOCHONDRIAL_MATRIX,1.3980529705406771e-15,100,257,1367,ACAA2;ACO2;ACOT2;ALDH1B1;ATP5F1A;ATP5F1B;BCKDHA;BCKDK;BLOC1S1;C1QBP;CHCHD1;CLPP;COASY;DDX28;DLST;EARS2;ECHS1;ERAL1;ETHE1;FAHD1;FARS2;FLAD1;FPGS;FXN;GADD45GIP1;GOT2;GPX1;GSTK1;HIBADH;HMGCL;HSD17B10;IARS2;IDH2;IDH3G;IVD;KARS1;LONP1;MAIP1;MALSU1;MARS2;MDH2;MECR;MPV17L2;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7;MTHFS;NAXE;NDUFS7;NDUFS8;NUDT1;OAT;OGDH;OXA1L;PARK7;PCK2;PDHB;POLDIP2;PRDX3;PYCR1;PYCR2;QARS1;RPS3;SHC1;SHMT2;SLC25A5;SUOX;TK2;TRAP1;TRUB2;TST;TUFM;TXN2;YARS2
54,GO_TRANSLATIONAL_TERMINATION,2.725177065128294e-15,39,61,1367,APEH;AURKAIP1;CHCHD1;EIF5A;ERAL1;GADD45GIP1;GLE1;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7;OGFOD1;OXA1L;TRMT112
335,GO_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,2.9175767845595235e-15,67,144,1367,APEH;AURKAIP1;CAPZB;CFL1;CHCHD1;CHMP1A;CHMP2A;CSNK1A1;EIF5A;ERAL1;GADD45GIP1;GLE1;GRWD1;GSN;HMGA1;KATNB1;MAP1LC3B2;MAP1S;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7;MTPN;OGFOD1;OXA1L;PEX14;PHF23;PPP1CA;PYM1;RPL23;SH3BP1;SH3GL1;SMARCB1;SNAPIN;TBC1D25;TRMT112;TRPV4;TWF2;UBQLN4;VCP;VPS33A;WDR1
158,GO_PROTEIN_LOCALIZATION_TO_ORGANELLE,3.426960456274904e-15,154,472,1367,ACAA1;ACOT2;ACOT4;AIP;AP3D1;BAG6;BID;BOD1;C12orf66;CALR;CCT3;CCT4;CCT7;CCT8;CDK5;CTDNEP1;DCTN2;DKC1;ECH1;FIS1;GET3;GSK3A;GSTK1;HK1;HMGCL;HTRA2;IPO13;IPO5;KDELR1;KDELR2;LAMTOR4;MAIP1;MCRS1;MFN2;MSN;NABP2;NGFR;NMT1;NUP188;NUTF2;OS9;OXA1L;PARD6A;PARK7;PARP1;PARP9;PES1;PEX14;PEX16;PEX19;PHB2;RAB29;RAB35;RER1;ROMO1;ROPN1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;RRS1;SAE1;SAMM50;SGTA;SLC25A6;SNUPN;SPCS1;SREBF2;SRP14;SRP68;SUN2;SYS1;TGFB1;TIMM17B;TIMM8B;TINF2;TOMM40L;TOMM7;TOR1A;TRIM28;TRIM8;TSPO;UBA52;UBB;UBE2D2;UBE2J2;UBE2L3;UBL5;VPS11;VPS25;VPS37C;XRCC5;YBX1;YWHAE;YWHAH;YWHAQ
4,GO_CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY,3.9892488669357075e-14,51,99,1367,APEH;AURKAIP1;CAPZB;CFL1;CHCHD1;EIF5A;ERAL1;GADD45GIP1;GLE1;GSN;KATNB1;MAP1S;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7;MTPN;OGFOD1;OXA1L;PEX14;SH3BP1;SH3GL1;TRMT112;TRPV4;TWF2;WDR1
278,GO_MITOCHONDRIAL_PROTEIN_COMPLEX,4.9412003492049106e-14,70,161,1367,ATP5F1A;ATP5F1B;ATP5MC1;ATP5MC2;ATP5MF;BCKDHA;BCKDK;COX4I1;COX6A1;CYC1;DMAC1;DMAC2;HSD17B10;MALSU1;MICOS13;MICU1;MPV17L2;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7;NDUFA11;NDUFA12;NDUFA2;NDUFA8;NDUFB10;NDUFB11;NDUFB2;NDUFB6;NDUFB7;NDUFC1;NDUFS6;NDUFS7;NDUFS8;ROMO1;SAMM50;SDHA;SLC25A6;TIMM17B;TIMM8B;TOMM40L;TOMM7;UQCR10;UQCRC1;UQCRQ
196,GO_CELLULAR_COMPONENT_DISASSEMBLY,5.593238783066727e-14,95,251,1367,ADAM15;APEH;ATG7;AURKAIP1;BSG;C1QA;C1QB;C1QC;CAPNS1;CAPZB;CDC37;CDK5;CFL1;CHCHD1;CHMP1A;CHMP2A;CSNK1A1;CST3;CTDNEP1;EIF5A;ERAL1;FIS1;FLOT1;GADD45GIP1;GLE1;GRWD1;GSK3A;GSN;HMGA1;HSF1;HTRA2;KATNB1;MAP1LC3B2;MAP1S;MFN2;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7;MTPN;MUL1;OGFOD1;OXA1L;PARK7;PEX14;PHF23;PPP1CA;PYM1;RNF41;RPL23;SH3BP1;SH3GL1;SHARPIN;SMARCB1;SNAPIN;SREBF2;STING1;TBC1D25;TEX264;TGFB1;TIMP1;TOMM7;TRMT112;TRPV4;TSPO;TWF2;UBQLN4;VCP;VPS33A;WDR1
242,GO_ORGANELLE_INNER_MEMBRANE,1.3100928591500745e-13,106,296,1367,ABCB7;ATP5F1A;ATP5F1B;ATP5MC1;ATP5MC2;ATP5MF;AURKAIP1;CHCHD1;COX10;COX15;COX4I1;COX5B;COX6A1;COX7C;COX8A;CYC1;DMAC1;DMAC2;DNAJC30;EMD;ERAL1;FPGS;GCAT;GOT2;HIGD2A;MAIP1;MICOS13;MICU1;MPC1L;MPV17L2;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7;MTLN;NDUFA11;NDUFA12;NDUFA2;NDUFA8;NDUFAF3;NDUFB10;NDUFB11;NDUFB2;NDUFB6;NDUFB7;NDUFC1;NDUFS6;NDUFS7;NDUFS8;NRM;NUTF2;OXA1L;PHB;PHB2;PTPMT1;ROMO1;RPS3;SDHA;SHMT2;SIGMAR1;SLC25A11;SLC25A20;SLC25A22;SLC25A23;SLC25A26;SLC25A3;SLC25A39;SLC25A5;SLC25A6;STMP1;STOML2;SUN2;TIMM17B;TIMM8B;TMEM11;TMEM14C;TRAP1;UQCR10;UQCR11;UQCRC1;UQCRQ
191,GO_CELLULAR_MACROMOLECULE_LOCALIZATION,1.9755219018419306e-13,250,917,1367,ACAA1;ACOT2;ACOT4;ACTB;AIP;ALYREF;AP1S1;AP2M1;AP2S1;AP3D1;ARF1;ARF3;ARF5;ARL11;B3GAT3;BAG6;BID;BOD1;BSG;C12orf66;CALR;CCT3;CCT4;CCT7;CCT8;CDC37;CDK5;CLTA;COPA;COPG1;COPZ1;CORO1B;CSK;CTDNEP1;DCTN2;DKC1;DYNLRB1;ECH1;EDEM2;EIF5A;EMD;EPHB2;ERP29;FIS1;FLOT1;FLOT2;GET3;GLE1;GORASP2;GSK3A;GSN;GSTK1;HK1;HMGCL;HSP90AB1;HTRA2;IPO13;IPO5;ITGAL;ITGB2;KATNB1;KCNAB2;KDELR1;KDELR2;LAMTOR1;LAMTOR2;LAMTOR4;MAIP1;MCRS1;MFN2;MIEF1;MSN;NABP2;NDC1;NGFR;NMT1;NUBP1;NUCB1;NUP188;NUTF2;OAZ1;OS9;OXA1L;PARD6A;PARK7;PARP1;PARP9;PDZD11;PES1;PEX14;PEX16;PEX19;PHB2;PIGU;PREB;PRKACA;PRPF19;PTPN9;RAB13;RAB1B;RAB20;RAB29;RAB33A;RAB34;RAB35;RAB5C;RAB8A;RACK1;RBM8A;RER1;RHOD;ROMO1;ROPN1;RPH3AL;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;RRS1;RTN2;SAE1;SAMM50;SEC13;SEC24D;SGTA;SLBP;SLC25A6;SNAPIN;SNUPN;SNX11;SNX17;SNX8;SPCS1;SREBF2;SRP14;SRP68;SRSF9;SSNA1;SSR2;STAC;STX10;SUN2;SYS1;SYVN1;TBC1D10A;TBC1D22A;TBC1D25;TESC;TGFB1;THOC5;TIMM17B;TIMM8B;TINF2;TM9SF2;TM9SF4;TMBIM1;TMED10;TMED3;TMED9;TNFRSF1A;TOMM40L;TOMM7;TOR1A;TRIM28;TRIM8;TSPAN14;TSPO;TWF2;TYROBP;U2AF2;UBA52;UBB;UBE2D2;UBE2J2;UBE2L3;UBL5;UNC93B1;VCP;VPS11;VPS18;VPS25;VPS26B;VPS37C;XPO6;XRCC5;YBX1;YWHAE;YWHAH;YWHAQ;ZDHHC12;ZDHHC24;ZDHHC4
365,GO_MITOCHONDRIAL_GENE_EXPRESSION,2.0646441752100907e-13,48,93,1367,AARS1;AURKAIP1;C1QBP;CHCHD1;EARS2;ERAL1;GADD45GIP1;GATB;HARS1;HSD17B10;IARS2;MALSU1;MPV17L2;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7;OXA1L;RMND1;SHMT2;TRUB2;TUFM;YARS2
252,GO_CELL_SUBSTRATE_JUNCTION,2.9524904100441567e-13,76,187,1367,ACTB;ACTG1;ARF1;ARPC1B;ARPC5;ATP6V0C;BSG;CALR;CFL1;CNN2;CORO1B;CYBA;FHL3;FLII;FLOT1;FLOT2;GNA12;GNB2;GSN;HCK;HMGA1;ITGB2;LIMK1;MAP2K1;MAP2K2;MPZL1;MSN;NECTIN2;P4HB;PDIA3;PFN1;PPIA;PPIB;RPL10A;RPL12;RPL13A;RPL18;RPL19;RPL23;RPL27;RPL3;RPL30;RPL31;RPL37A;RPL4;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS14;RPS15;RPS16;RPS17;RPS18;RPS19;RPS2;RPS29;RPS3;RPS5;RPS7;RPS8;RPS9;RSU1;SLC9A1;SRP68;TGM2;TRPV4;VASP;YWHAE;YWHAQ
357,GO_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION,3.287048804878457e-13,34,54,1367,AURKAIP1;CHCHD1;ERAL1;GADD45GIP1;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7;OXA1L
241,GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,9.75360757396753e-13,24,31,1367,RACK1;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;UBA52
245,GO_ORGANELLAR_RIBOSOME,1.8968330522158265e-12,32,51,1367,CHCHD1;MALSU1;MPV17L2;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7
