,go,pv,k,n,N,genes
187,GO_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS,0.0024758513522730773,21,81,1035,ADIPOR1;CD74;EIF6;NQO1;PPARG;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3
334,GO_RECEPTOR_MEDIATED_ENDOCYTOSIS,0.002496506437044504,24,97,1035,ARRB2;CANX;CAP1;CD14;CD63;CLTC;COLEC12;CXCL16;CXCR2;DAB2;DNM2;FCER1G;FCGR1A;GRB2;HFE;HSP90B1;HYOU1;M6PR;MRC1;PI4KB;PLCG2;PPT1;SMAP1;SYK
595,GO_REGULATION_OF_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,0.0025892637376359368,3,3,1035,ARL6IP1;ARL6IP5;PSEN1
531,GO_GANGLIOSIDE_CATABOLIC_PROCESS,0.0025892637376359368,3,3,1035,GM2A;HEXB;NEU1
616,GO_ENDOLYSOSOME_LUMEN,0.0025892637376359368,3,3,1035,CTSB;CTSL;CTSS
569,GO_TETRAHYDROFOLATE_BIOSYNTHETIC_PROCESS,0.0025892637376359368,3,3,1035,ATIC;GART;MTHFD1
643,GO_CYCLOHYDROLASE_ACTIVITY,0.0025892637376359368,3,3,1035,ATIC;MTHFD1;MTHFD2
556,GO_INTEGRIN_ACTIVATION,0.0025892637376359368,3,3,1035,FERMT3;PLEK;RAP1B
520,GO_REGULATION_OF_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE,0.0025892637376359368,3,3,1035,ARL6IP1;ARL6IP5;PSEN1
538,GO_POSITIVE_REGULATION_OF_PLASMINOGEN_ACTIVATION,0.0025892637376359368,3,3,1035,ENO1;HPN;PLGRKT
610,GO_PLATELET_DENSE_GRANULE_MEMBRANE,0.0025892637376359368,3,3,1035,ABCC4;CD63;LAMP2
536,GO_PENTOSE_PHOSPHATE_SHUNT_NON_OXIDATIVE_BRANCH,0.0025892637376359368,3,3,1035,RPE;TALDO1;TKT
580,GO_LIPOPHAGY,0.0025892637376359368,3,3,1035,RAB7A;SESN2;SPTLC1
33,GO_PROTEIN_N_LINKED_GLYCOSYLATION,0.0026091034122707785,14,46,1035,ALG2;ALG8;DHDDS;DPAGT1;MAGT1;MCFD2;MPDU1;OSTC;PMM2;RPN1;RPN2;SRD5A3;ST3GAL1;UBE2J1
667,GO_REGULATION_OF_ATP_METABOLIC_PROCESS,0.0026091034122707785,14,46,1035,COX7A2;COX7A2L;EIF6;ENO1;FBP1;NUP88;NUP93;PGK1;PPIF;PSEN1;RHOA;TIGAR;TMSB4X;TREM2
537,GO_NUCLEOSIDE_METABOLIC_PROCESS,0.0026091034122707785,14,46,1035,ADK;ATIC;CDA;DERA;DPYD;EFL1;GMPS;GNAI3;HPRT1;NME1;RAN;RHOA;TK1;UPRT
13,GO_NUCLEOTIDE_PHOSPHORYLATION,0.002702572838758481,15,51,1035,ALDOA;EIF6;ENO1;FBP1;GPI;HK2;HK3;LDHA;NME1;NUP88;NUP93;PGK1;PSEN1;SUCLG1;TIGAR
332,GO_STEROL_METABOLIC_PROCESS,0.002742370081729264,17,61,1035,CFTR;CLN6;CNBP;CYP1B1;CYP27A1;DHCR7;EBP;G6PD;GBA;GPAM;KPNB1;NPC1;NPC2;NSDHL;PPARD;RAN;SOAT1
27,GO_RESPONSE_TO_PEPTIDE,0.0027522604088329366,41,194,1035,ADIPOR1;AHCYL1;AKR1B1;ANXA5;AP3S1;ASS1;ATP5PD;ATP6AP1;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;EIF2B3;EIF6;EPRS1;GCG;GDF15;GOT1;GRB2;HADHA;IDE;IL10;IQGAP1;LYN;MARS1;PPARG;PRNP;PSEN1;RAB10;RAP1B;SELENOS;SESN2;TIMP4;TLR4;TREM2;UPRT;YWHAG
586,GO_RESPONSE_TO_INTERLEUKIN_12,0.0028826695463,10,28,1035,CAPZA1;CDC42;GSTO1;HSPA9;IL10;LCP1;PAK2;RAP1B;SIRPA;TALDO1
28,GO_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,0.0028833637211857213,12,37,1035,BAX;CD74;CXCR2;FCER1G;GPAM;HCLS1;IL10;LGALS3;LGALS9;LYN;RIPK3;SELENOS
130,GO_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,0.002886660003772924,24,98,1035,ATP6AP1;CBFB;CCR1;CD74;CEBPB;DCSTAMP;EIF6;EVI2B;H3-3A;H3C11;H4C15;HAX1;HCLS1;HSPA9;LEO1;LGALS3;LYN;MITF;NME1;PRXL2A;SMAP1;SPI1;TLR4;TREM2
419,GO_SPECIFIC_GRANULE,0.002907963503378923,21,82,1035,ANXA11;CD53;CFP;CLEC5A;CMTM6;CTSD;DEGS1;DNASE1L1;DOCK2;ERP44;HVCN1;ILF2;KPNB1;LRG1;NEU1;OSCAR;PLAU;PLAUR;RAB27A;RAP1A;TOM1
160,GO_RESPONSE_TO_INSULIN,0.002923798478479807,26,109,1035,ADIPOR1;AP3S1;ATP6AP1;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;EIF6;EPRS1;GOT1;GRB2;HADHA;IDE;IL10;LYN;MARS1;PPARG;RAB10;SELENOS;SESN2;UPRT;YWHAG
351,GO_AMINO_ACID_IMPORT,0.0029260149551449273,6,12,1035,ARL6IP1;ARL6IP5;PSEN1;SLC1A5;SLC3A2;SLC7A1
357,GO_MYELOID_DENDRITIC_CELL_ACTIVATION,0.0029260149551449273,6,12,1035,DCSTAMP;DOCK2;HAVCR2;IL10;PSEN1;SPI1
369,GO_PROTEIN_TARGETING_TO_LYSOSOME,0.0029260149551449273,6,12,1035,AP3B1;AP3M1;LAMP2;M6PR;NCOA4;RAB7A
375,GO_PROTEOLYSIS,0.002974135265508106,130,758,1035,AIFM1;ANAPC15;ANP32B;ARL6IP1;ARL6IP5;ARRB2;ATP6AP2;AUP1;BABAM2;BAX;BCAP31;BECN1;BRCC3;CCDC47;CFTR;CHMP4B;CLN6;CNDP2;COMMD1;COP1;COPS3;COPS8;CR1;CSTA;CSTB;CTSA;CTSB;CTSD;CTSL;CTSS;CUL2;CYCS;DAB2;DERL1;DLD;DNAJB12;DPP3;DPP9;ELOC;ENO1;F8A1;FAM162A;FBXL5;FGB;GBA;HFE;HM13;HMCES;HPN;HSP90B1;HSPA5;HSPD1;HSPE1;IDE;IL10;KCTD5;KLHL8;LAMTOR5;LGALS9;LYN;NCSTN;NPLOC4;OTUB2;PAK2;PARL;PGK1;PLAU;PLAUR;PLGRKT;PMPCA;PMPCB;PPARG;PPP1R11;PPP2R5C;PRNP;PSEN1;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;RAD23B;RENBP;RHBDD1;RHOA;RNF13;RNF130;RNPEP;RPS6KA1;S100A9;SCPEP1;SEC11A;SEC61B;SELENOS;SERPINA1;SFN;SPCS2;SPCS3;SQSTM1;SRGN;STAM;SYK;TIMP4;TNFRSF10A;TPP1;TPSD1;TREM2;TRIAP1;TRPC4AP;TSG101;UBE2A;UBE2D3;UBE2J1;UBE2N;UBQLN1;UBXN8;UFD1;UQCRC2;YME1L1
318,GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,0.0029994987607224206,40,189,1035,ARRB2;C4BPA;CBFB;CD14;CD22;CD300LF;CD68;CD74;CEBPB;CR1;CXCR2;DUSP22;DUSP3;FCER1G;GPAM;H4C15;HAVCR2;HFE;HMOX1;HSPA9;IL10;IL27RA;LEO1;LGALS3;LGALS9;LILRA2;LPXN;LY96;LYN;MILR1;NME1;NPLOC4;PADI2;PPARG;PRNP;SELENOS;TLR4;UBQLN1;UFD1;YTHDF2
159,GO_SPHINGOLIPID_METABOLIC_PROCESS,0.003032991638939811,20,77,1035,ASAH1;B4GALT3;BAX;CERS5;CLN6;CTSA;DEGS1;GBA;GLA;GLTP;GM2A;HEXB;NEU1;NSMAF;ORMDL2;PLA2G15;PPT1;PSAP;SGPP2;SPTLC1
237,GO_CELL_CYCLE_G2_M_PHASE_TRANSITION,0.003060292708535706,29,126,1035,BABAM2;BRCC3;CDKN1A;DNM2;ENSA;HAUS2;MACROH2A1;MAPRE1;NPM1;ORC1;PINX1;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;TAOK3;YWHAG
35,GO_VESICLE_ORGANIZATION,0.003187495348873918,33,149,1035,AP3B1;BLOC1S2;CHMP4B;CNIH1;CORO1C;DNM2;GNAI3;GOSR2;HPS1;KLHL12;MCFD2;NAPA;NSF;PI4K2A;PPP6C;RAB27A;RAB38;RAB7A;SEC23B;SERPINA1;SQSTM1;SRGN;STAM;STX12;STX1B;STX5;STX8;TMED2;TMEM127;TSG101;VAMP7;VTI1B;ZNF385A
312,GO_CELLULAR_RESPONSE_TO_PEPTIDE,0.003187495348873918,33,149,1035,ADIPOR1;AHCYL1;AKR1B1;ANXA5;AP3S1;ASS1;ATP5PD;ATP6AP1;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;EPRS1;GCG;GDF15;GOT1;GRB2;IDE;LYN;MARS1;PPARG;PRNP;PSEN1;RAB10;RAP1B;SELENOS;TLR4;TREM2;YWHAG
541,GO_REGULATION_OF_MACROAUTOPHAGY,0.003231675693975157,22,88,1035,ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1G1;ATP6V1H;BECN1;CHMP4B;GBA;GNAI3;HMOX1;LAMTOR5;NPC1;PIP4K2A;PIP4K2C;RHEB;SESN2;SPTLC1;TIGAR;UBQLN1;VPS26A
91,GO_CALCIUM_MEDIATED_SIGNALING,0.003238410953508256,18,67,1035,BCAP31;CCR1;CD22;CLIC2;CXCR2;DEFB1;GSTO1;JPH4;MCOLN1;MCTP1;P2RX4;PLCG2;PLEK;PRNP;SELENOK;SYK;TMEM38B;TREM2
370,GO_ISOPRENOID_METABOLIC_PROCESS,0.0032559030399086737,14,47,1035,AKR1B1;COQ2;CYP1B1;DHDDS;DPAGT1;NPC2;PDSS2;PHYH;PPARD;RDH11;RETSAT;SCPEP1;SDR16C5;SRD5A3
299,GO_REGULATION_OF_PHAGOCYTOSIS,0.0032559030399086737,14,47,1035,ATG3;C4BPA;CD300LF;DNM2;DOCK2;FCER1G;LYAR;PPARG;RAB27A;RAP1A;SIRPA;SIRPB1;SYK;TREM2
549,GO_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS,0.0032665221175591517,71,379,1035,AIFM1;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1G1;ATP6V1H;BAX;BCAP31;BECN1;CHMP4B;COMMD1;COP1;CTSA;DAB2;F8A1;FBXL5;GBA;GNAI3;HAX1;HFE;HK2;HMOX1;HNRNPC;IDH1;IL10;LAMTOR5;LRPPRC;MTDH;NPC1;NPM1;PABPC1;PABPC4;PAIP1;PIK3CG;PIP4K2A;PIP4K2C;PSAP;PSEN1;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;RAD23B;RHEB;SESN2;SET;SLIRP;SPTLC1;TIGAR;TIMP4;TREM2;UBE2J1;UBQLN1;VDAC1;VPS26A;YTHDF2;YWHAB
14,GO_FATTY_ACID_CATABOLIC_PROCESS,0.0033262165184021327,15,52,1035,ACAT1;ACOX3;CPT2;DECR1;ETFA;GCDH;HADHA;HADHB;HSD17B4;PCCA;PCCB;PHYH;PLA2G15;PPARD;SESN2
4,GO_LIPID_MODIFICATION,0.00332712009285037,24,99,1035,ACAT1;ACOX3;ADIPOR1;BPNT1;CISH;CPT2;DECR1;ETFA;GBA;GCDH;HADHA;HADHB;HSD17B4;MTMR6;PHYH;PI4K2A;PI4KB;PIK3CG;PIP4K2A;PIP4K2C;PPARD;PPARG;SESN2;SOAT1
481,GO_AMIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.003344597163553485,7,16,1035,AQP3;SEC61A1;SEC61B;SLC15A3;TIMM23;TOMM22;TOMM40
576,GO_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING,0.003344597163553485,7,16,1035,CD74;DNAJB12;HSPA13;HSPA5;HSPA9;HSPE1;ST13
646,GO_PROTEIN_FOLDING_CHAPERONE,0.003344597163553485,7,16,1035,CCT2;CD74;HSPA13;HSPA5;HSPA9;PFDN1;PFDN2
615,GO_SPECIFIC_GRANULE_LUMEN,0.0033603857246266005,11,33,1035,CFP;CTSD;DNASE1L1;DOCK2;ERP44;ILF2;KPNB1;LRG1;NEU1;OSCAR;RAB27A
421,GO_RUFFLE_MEMBRANE,0.0033603857246266005,11,33,1035,AIF1;ARF4;CORO1C;DIAPH1;DNM2;IFIT5;LCP1;MTMR6;NME1;PLEK;RHOA
97,GO_PROTEIN_LOCALIZATION_TO_LYSOSOME,0.0033690957537548523,8,20,1035,AP3B1;AP3M1;KPTN;LAMP2;LAMTOR5;M6PR;NCOA4;RAB7A
380,GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT,0.0033690957537548523,8,20,1035,ABCB4;ARL6IP1;CEBPB;CFTR;KMO;P2RX4;PSEN1;TRIAP1
387,GO_CYTOCHROME_COMPLEX,0.0033690957537548523,8,20,1035,C15orf48;COX5A;COX6B1;COX7B;NDUFA4;UQCRC2;UQCRFS1;UQCRH
353,GO_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS,0.0033690957537548523,8,20,1035,CDA;DERA;DPYD;FUCA1;GBA;GLA;GUSB;HPRT1
55,GO_REGULATION_OF_EXOCYTOSIS,0.0035372276817424633,23,94,1035,ADORA2B;ATP6AP1;CFTR;CSPG5;FCER1G;FGB;HMOX1;LGALS9;LYN;NAPA;NSF;RAB10;RAB27A;RAB7A;RAB9A;RAC2;RAP1A;RAP1B;STAM;STX1B;SYK;TSG101;VAMP7
467,GO_CARBOHYDRATE_BINDING,0.0035453222620578776,27,116,1035,ALDOA;CANX;CD22;CLEC5A;COLEC12;CRYBG1;EMC7;FBP1;FCN1;G6PD;GALNT1;GALNT12;GALNT7;GPI;GUSB;HK2;HK3;LGALS3;LGALS9;MAN2B1;MRC1;P4HA1;PHYH;PYGL;SFTPA2;SIGLEC7;TALDO1
434,GO_LAMELLIPODIUM,0.003717549490887343,19,73,1035,ACTR2;ACTR3;AIF1;ARPC2;ARPC3;BRK1;CAPG;CORO1C;DNM2;DUSP22;HAX1;HCLS1;KPTN;NRBP1;PARVB;RAC2;RHOA;SNX2;VAMP7
60,GO_PROTEASOME_ASSEMBLY,0.0037847675762519156,5,9,1035,POMP;PSMD11;PSMD13;PSMD4;PSMG2
644,GO_PATTERN_RECOGNITION_RECEPTOR_ACTIVITY,0.0037847675762519156,5,9,1035,CD14;COLEC12;FCN1;LY96;TLR4
415,GO_ARP2_3_PROTEIN_COMPLEX,0.0037847675762519156,5,9,1035,ACTR2;ACTR3;ARPC2;ARPC3;ARPC4
338,GO_NEGATIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING,0.0037847675762519156,5,9,1035,CD22;CLIC2;GSTO1;PLEK;PRNP
153,GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION,0.0037847675762519156,5,9,1035,CD68;CD74;HFE;TREM2;WAS
226,GO_POSITIVE_REGULATION_OF_TISSUE_REMODELING,0.0037847675762519156,5,9,1035,ATP6AP1;BAX;DCSTAMP;SYK;VDR
291,GO_PROTEIN_TRANSMEMBRANE_TRANSPORT,0.003867345251605199,10,29,1035,GRPEL1;HSPA5;HSPD1;SEC61A1;SEC61B;TIMM23;TIMM50;TOMM22;TOMM40;TRAM1
426,GO_ER_TO_GOLGI_TRANSPORT_VESICLE_MEMBRANE,0.003867345251605199,10,29,1035,CD74;CNIH1;GOSR2;HLA-DPA1;KLHL12;MCFD2;SEC23B;STX5;TMED2;VTI1B
214,GO_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,0.0038674609243942496,32,145,1035,ANAPC15;BAX;BUB1;CDKN1A;DYNC1LI1;E2F4;GADD45A;IL10;ORC1;OVOL1;PINX1;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;PSMG2;SFN;TAOK3;TRIAP1;ZNF385A
431,GO_SIDE_OF_MEMBRANE,0.0038810570277547896,37,174,1035,ABCC4;ANXA5;ATP6AP2;BCAP31;BORCS5;CANX;CCR1;CD14;CD74;CEACAM5;CHMP4B;CSF2RA;CTSA;CXCR2;FCER1G;FCN1;FGB;G6PD;GM2A;GNA15;GNAI3;GNG10;GNG5;GNGT2;GSR;HFE;HLA-DPA1;HM13;IDE;IL27RA;IQGAP1;LITAF;LYN;MR1;PRNP;RHOA;TLR4
552,GO_CHEMOKINE_PRODUCTION,0.003912883831008252,13,43,1035,ADORA2B;AIF1;CD74;HAVCR2;HMOX1;IL10;LGALS9;S100A9;SELENOK;SIRPA;SYK;TLR4;TREM2
559,GO_T_CELL_ACTIVATION,0.004016656971882362,40,192,1035,AIF1;AP3B1;BAX;CBFB;CD74;CDC42;CEBPB;CR1;CTPS1;DOCK2;DUSP22;DUSP3;FCER1G;GPAM;GRB2;HAVCR2;HFE;HLA-DMB;HLA-DPA1;HSPD1;IL10;LCP1;LGALS3;LGALS9;LYN;NCSTN;PAK2;PIK3CG;PRNP;PSEN1;RAB27A;RAC2;RHOA;RIPK3;SELENOK;SEMA4A;SIRPA;SIRPB1;SYK;WAS
662,GO_ADP_METABOLIC_PROCESS,0.004028030644238703,14,48,1035,ALDOA;EIF6;ENO1;FBP1;GPI;HK2;HK3;LDHA;NUDT9;NUP88;NUP93;PGK1;PSEN1;TIGAR
445,GO_ACTIN_FILAMENT,0.004028030644238703,14,48,1035,AIF1;ARPC3;COTL1;DUSP22;FKBP15;HCLS1;IQGAP1;KPTN;LCP1;RAC2;SPECC1;TPM3;WAS;WIPF1
16,GO_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS,0.004036224648183206,16,58,1035,ALDOA;EIF6;ENO1;FBP1;GPI;HK2;HK3;LDHA;NME1;NUDT9;NUP88;NUP93;PGK1;PSEN1;SUCLG1;TIGAR
397,GO_ACTIN_CYTOSKELETON,0.004045139099900313,41,198,1035,ABCB4;ACTR2;ACTR3;AIF1;ALDOA;ALG2;ARPC2;ARPC3;ARPC4;CAP1;CAPG;CAPZA1;CAPZA2;CDC42EP3;CORO1C;COTL1;DCTN6;DUSP22;FERMT3;FKBP15;GABARAP;GMFG;HAX1;HCLS1;HFE;HNRNPC;IFIT5;IQGAP1;KPTN;LAD1;LCP1;LPXN;MSRB1;MYL12B;PARVB;RAC2;SPECC1;TARS1;TPM3;WAS;WIPF1
278,GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS,0.004076577291406295,23,95,1035,AKR1B1;ASAH1;CFTR;CNBP;CYP27A1;DHCR7;DHDDS;EBP;G6PD;GBA;GOT1;GPAM;HSD17B4;HSD3B7;KPNB1;NSDHL;PLCG2;PLEK;RAN;SLC24A5;SPTLC1;SRD5A3;VDR
127,GO_RESPONSE_TO_ENDOGENOUS_STIMULUS,0.004086782124303978,108,620,1035,ACAT1;ACTR2;ADIPOR1;AHCYL1;AIF1;AIFM1;AKR1B1;ANXA5;AP3S1;ARPC3;ARRB2;ASS1;ATP5PD;ATP6AP1;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;BECN1;CBFB;CD68;CDKN1A;CEBPB;CFTR;CHST11;CSNK2B;CTSB;CTSL;CTSS;DAB2;DDX18;DIAPH1;DNM2;DUSP22;DUSP3;EIF2B3;EIF4A3;EIF4E;EIF6;EPRS1;FAM20C;FCER1G;FGB;GBA;GCG;GDF15;GNA15;GNAI3;GOT1;GPAM;GRB2;H2AZ1;H3-3A;HADHA;HCLS1;HFE;HPN;HSP90B1;HSPA5;IDE;IDH1;IL10;IL1RN;IQGAP1;KCNQ1;LAMTOR5;LMO3;LRG1;LYN;MAPK13;MARS1;NCOA4;NCSTN;NME1;NPC1;NQO1;P2RX4;PADI2;PELO;PIK3CG;PPARD;PPARG;PRNP;PSEN1;RAB10;RAN;RAP1A;RAP1B;RHOA;RWDD1;SELENOS;SESN2;STRAP;SYK;TIGAR;TIMP4;TLR4;TMEM38B;TREM2;UBE2D3;UPRT;VDR;WBP2;YWHAG
126,GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION,0.004167097499567371,55,283,1035,CNBP;DPH6;EIF2A;EIF2S1;EIF2S3;EIF3B;EIF3C;EIF3K;EIF4A3;EIF4E;EIF6;EPRS1;H3-3A;H3C11;H4C15;HABP4;HNRNPC;LRPPRC;NPM1;NUP88;NUP93;PA2G4;PABPC1;PABPC4;PAIP1;PAIP2;PPARG;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;RAN;RHOA;RPL38;RPS6KA1;SELENOT;SESN2;SET;TSFM;YTHDF2;YWHAB;ZNF385A;ZNF706
645,GO_RIBOSOMAL_LARGE_SUBUNIT_BINDING,0.004224028160160224,4,6,1035,EIF6;NPM1;OLA1;ZNF593
535,GO_ER_OVERLOAD_RESPONSE,0.004224028160160224,4,6,1035,CCDC47;HSPA5;SELENOS;TMCO1
234,GO_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION,0.004224028160160224,4,6,1035,CD300LF;HMOX1;LGALS9;MILR1
59,GO_OLIGOSACCHARIDE_CATABOLIC_PROCESS,0.004224028160160224,4,6,1035,GM2A;HEXB;MAN2B1;NEU1
603,GO_REGULATION_OF_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL,0.004224028160160224,4,6,1035,HAVCR2;HLA-DMB;LGALS3;LGALS9
539,GO_GLYCOSIDE_CATABOLIC_PROCESS,0.004224028160160224,4,6,1035,FUCA1;GBA;GLA;GUSB
563,GO_ENGULFMENT_OF_APOPTOTIC_CELL,0.004224028160160224,4,6,1035,BECN1;RAC2;RHOG;TREM2
150,GO_PROTEIN_POLYMERIZATION,0.004330666234729869,26,112,1035,ACTR2;ACTR3;AIF1;ARPC2;ARPC3;ARPC4;BRK1;CAPG;CAPZA1;CAPZA2;CDC42EP3;COTL1;DIAPH1;DRG1;FGB;GMFG;GRB2;HAX1;HCLS1;MAPRE1;MSRB1;RHOA;TMSB10;TMSB4X;VDAC2;WAS
220,GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS,0.004362573433664494,11,34,1035,CD300LF;DNM2;DOCK2;FCER1G;LYAR;PPARG;RAB27A;RAP1A;SIRPA;SIRPB1;TREM2
179,GO_RESPONSE_TO_ISCHEMIA,0.00436917464136864,9,25,1035,AIFM1;HK2;HYOU1;P2RX4;PPIF;RNLS;SQSTM1;TIGAR;TREM2
553,GO_INTERLEUKIN_12_PRODUCTION,0.00436917464136864,9,25,1035,ACP5;ARRB2;HSPD1;IL10;LGALS9;LILRA5;SCIMP;SYK;TLR4
167,GO_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS,0.004686880913188053,12,39,1035,ACP5;AIF1;ASS1;CYP1B1;DNM2;GLA;IL10;NQO1;P2RX4;SELENOS;SIRPA;TLR4
479,GO_DISULFIDE_OXIDOREDUCTASE_ACTIVITY,0.0047965255717590015,8,21,1035,GSR;GSTO1;PGK1;SELENOT;SH3BGRL3;TXNDC12;TXNL1;TXNRD1
7,GO_OLIGOSACCHARIDE_METABOLIC_PROCESS,0.0047965255717590015,8,21,1035,FBP1;GLA;GM2A;HEXB;LALBA;MAN2B1;MPDU1;NEU1
56,GO_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.0047965255717590015,8,21,1035,ARRB2;CD14;CD300LF;LILRA2;LY96;LYN;TLR4;UBQLN1
113,GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION,0.0047965255717590015,8,21,1035,ARRB2;GBA;HAVCR2;IL10;IL27RA;SELENOS;SIRPA;TLR4
18,GO_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,0.0047965255717590015,8,21,1035,ARL6IP1;ARL6IP5;PSEN1;SLC1A5;SLC3A2;SLC66A1;SLC7A1;SLC7A8
326,GO_ACTIN_NUCLEATION,0.0047965255717590015,8,21,1035,ACTR2;ACTR3;ARPC2;ARPC3;ARPC4;BRK1;GMFG;WAS
469,GO_FATTY_ACYL_COA_BINDING,0.004807911727045233,6,13,1035,ACAD9;ACOT7;DBI;GCDH;HADHA;SOAT1
477,GO_FAD_BINDING,0.004807911727045233,6,13,1035,ACOX3;AGPS;AIFM1;KMO;LDHD;SQOR
382,GO_NUCLEOBASE_BIOSYNTHETIC_PROCESS,0.004807911727045233,6,13,1035,CTPS1;GART;GMPS;HPRT1;MTHFD1;PAICS
542,GO_AEROBIC_ELECTRON_TRANSPORT_CHAIN,0.004807911727045233,6,13,1035,COX5A;COX6B1;COX7A2L;COX7B;CYCS;NDUFA4
284,GO_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS,0.004848793330617104,16,59,1035,ATP1B3;ATP6AP1;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;CFTR;CLN6;PPT1;RAB38;RAB7A;TMEM199
256,GO_CELLULAR_RESPONSE_TO_ANTIBIOTIC,0.004848793330617104,16,59,1035,ACTR2;AIFM1;BECN1;CFTR;CYP1B1;HSPA5;IL10;MAPK13;NQO1;PDCD10;PPIF;PSAP;RIPK3;SIRPA;SPI1;ZNF277
100,GO_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,0.0048643858907384645,20,80,1035,BAX;CANX;DERL1;DNAJB11;DNAJB12;EIF2S1;FICD;GOSR2;HSP90B1;HSPA13;HSPA5;HSPA9;HYOU1;RHBDD1;SELENOS;SRPRA;SRPRB;SSR1;TPP1;UFD1
337,GO_LIPID_OXIDATION,0.004942466992587939,14,49,1035,ACAT1;ACOX3;ADIPOR1;CPT2;DECR1;ETFA;GCDH;HADHA;HADHB;HSD17B4;PHYH;PPARD;PPARG;SESN2
534,GO_VESICLE_BUDDING_FROM_MEMBRANE,0.004942466992587939,14,49,1035,AP3B1;CNIH1;DNM2;GOSR2;KLHL12;MCFD2;NAPA;NSF;PPP6C;RAB7A;SEC23B;SERPINA1;STX5;TMED2
