,go,pv,k,n,N,genes
389,GO_LYSOSOMAL_LUMEN,6.838666689981273e-08,22,48,1035,ASAH1;CD74;CSPG5;CTSA;CTSB;CTSD;CTSL;CTSS;FUCA1;GBA;GLA;GM2A;GNS;GUSB;HEXB;LAMP2;MAN2B1;NEU1;NPC2;PPT1;PSAP;TPP1
497,GO_COFACTOR_BINDING,6.964526666246867e-08,62,231,1035,ACAD9;ACAT1;ACOT7;ACOX3;AGPS;AIFM1;ALAS1;CDKAL1;CREG1;CYB5B;CYB5R4;CYCS;CYP1B1;CYP27A1;CYP4F8;DBI;DECR1;DHCR7;DLD;DPYD;ETFA;FLVCR2;G6PD;GCDH;GOT1;GPHN;GSR;GSS;HADHA;HMOX1;IDH1;IDH3A;KMO;KYAT3;KYNU;LDHA;LDHD;MDH1;ME2;NDUFA9;NDUFS1;NDUFS2;P4HA1;PCCA;PGD;PHYH;PLPBP;PYGL;RNLS;SDHB;SDHC;SDHD;SDSL;SOAT1;SPTLC1;SQOR;SUCLG1;TBXAS1;TKT;TPMT;TXNRD1;UQCRFS1
392,GO_VESICLE_MEMBRANE,7.701874024070795e-08,84,349,1035,ABCC4;ADGRE3;ANXA7;AP1B1;AP3B1;AP3M1;AP3S1;ARCN1;ARL8A;ATP6AP2;ATP6V0B;ATP6V0E1;BORCS5;CD14;CD53;CD63;CD68;CD74;CEACAM6;CFTR;CLEC5A;CLTC;CMTM6;CNIH1;COLEC12;COPB1;COPB2;CR1;CXCR2;DAB2;DEGS1;DIAPH1;DNM2;DOK3;DYNC1LI1;FCER1G;FCGR1A;FCGR2A;GOSR2;GRB2;HLA-DPA1;HVCN1;IFNGR2;IQGAP1;KCNQ1;KLHL12;LAMP2;LGALS3;LPCAT1;M6PR;MAGT1;MCFD2;MCOLN1;MCTP1;NCSTN;PLAU;PLAUR;PSAP;PSEN1;RAB10;RAB27A;RAB38;RAB7A;RAB9A;RAC2;RAP1A;RAP1B;RHOA;RHOG;SEC23B;SH3KBP1;SIRPA;SIRPB1;SLC17A5;STX12;STX5;TMED2;TMEM163;TMEM199;TOM1;VAMP7;VPS35L;VTI1B;WAS
424,GO_LATE_ENDOSOME,8.231892266239946e-08,40,124,1035,ARL8A;ARL8B;CD63;CD68;CD74;CHMP4B;CTSL;CTSS;DENND10;DERL1;FIG4;GOSR2;HLA-DMA;HLA-DMB;KCNQ1;LAMP2;LAMTOR5;LITAF;LTV1;M6PR;MCOLN1;MMD;NPC1;PSAP;RAB27A;RAB7A;RAB9A;RAP1A;RNF13;SLC29A3;SLC31A1;SQSTM1;STARD3NL;STX8;TMEM192;TSG101;VAC14;VAMP7;VTI1B;YIPF1
516,GO_COENZYME_BINDING,8.329442406365034e-08,43,138,1035,ACAD9;ACAT1;ACOT7;ACOX3;AGPS;AIFM1;ALAS1;DBI;DECR1;DHCR7;DLD;DPYD;ETFA;G6PD;GCDH;GOT1;GPHN;GSR;HADHA;IDH1;IDH3A;KMO;KYAT3;KYNU;LDHA;LDHD;MDH1;ME2;NDUFA9;NDUFS2;P4HA1;PCCA;PGD;PHYH;PLPBP;PYGL;RNLS;SDSL;SOAT1;SPTLC1;SQOR;TPMT;TXNRD1
341,GO_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,9.033737206199996e-08,41,129,1035,AATF;ACP5;AIF1;ARF4;ASS1;BECN1;CDKN1A;CYB5R4;CYP1B1;DNM2;EIF6;G6PD;GADD45A;GLA;GLS2;GNAI3;GRB2;HK2;IL10;MPV17;NCF2;NCF4;NDUFAF2;NDUFS1;NQO1;P2RX4;PARL;PON3;PRDX1;PRDX6;RAB27A;RAC2;RHOA;RIPK3;SELENOS;SESN2;SIRPA;SYK;TIGAR;TLR4;VDAC1
668,GO_CELL,1.3380038867849896e-07,97,426,1035,ACTR2;ACTR3;ALDOA;ANXA7;AP3B1;ATP1B3;ATP2C1;ATP6AP1;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;BAX;BCAP31;BECN1;CCR1;CD68;CDC42;CFTR;CHMP4B;CLN6;CXCR2;DENND10;DLD;DNM2;E2F4;ERP44;F8A1;FBXL5;FTH1;FTL;GNA15;GOT1;GPR65;GSR;GSTO1;HEXB;HFE;HK2;HK3;HMOX1;HSP90B1;HVCN1;IDE;JPH4;KPNB1;LAMP2;LETM1;MCOLN1;MLH1;MT1B;MT1G;NCF2;NCF4;NCOA4;NME1;NPM1;ORMDL2;P2RX4;PDCD10;PIK3CG;PINX1;PLCG2;PPT1;PRDX1;PRDX6;PRNP;PSEN1;RAB27A;RAB38;RAB7A;RAC2;RAP1A;S100A9;SELENOS;SELENOT;SH3BGRL3;SLC24A5;SLC31A1;SLC34A2;STARD3NL;TMEM199;TMEM38B;TMSB10;TMSB4X;TMX2;TMX4;TXNDC12;TXNL1;TXNRD1;VAMP7;VDR;VPS35L
328,GO_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,1.5970073451735846e-07,56,205,1035,ACAT1;ACOT7;ACSS2;ADK;ADORA2B;ALDOA;ATIC;ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;BPNT1;DBI;DLAT;DLD;DPYD;EFL1;EIF6;ENO1;FBP1;GART;GCDH;GMPS;GNAI3;GPAM;GPI;HK2;HK3;HPRT1;HSD17B12;HSD17B4;KYNU;LDHA;MCCC2;MPC2;MTHFD1;NME1;NUDT9;NUP88;NUP93;PAICS;PGK1;PPT1;PSEN1;RAN;RHOA;SLC2A9;SUCLG1;SUCLG2;TIGAR;TMSB4X;TREM2
304,GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,1.9145034404852497e-07,47,161,1035,ARRB2;CD14;CD300LF;COLEC12;CTSB;CTSL;CTSS;FCER1G;FCN1;FGB;HAVCR2;HSP90B1;HSPD1;ICAM3;LILRA2;LY96;LYN;MAPKAPK3;NPLOC4;PAK2;PIK3AP1;PLCG2;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;S100A9;SCIMP;SFTPA2;SYK;TLR4;UBE2D3;UBE2N;UBQLN1;UFD1
138,GO_ION_TRANSMEMBRANE_TRANSPORT,2.2201022581812878e-07,98,436,1035,ABCC4;AHCYL1;ANO10;ANXA5;ARL6IP1;ARL6IP5;ATP1B3;ATP2C1;ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;ATP6AP1;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;BAX;C15orf48;CD63;CFTR;CHCHD10;CLCC1;CLIC1;CLIC2;COMMD1;COX17;COX5A;COX6B1;COX7A2;COX7A2L;COX7B;CPT2;CTSS;DIAPH1;DNM2;FXYD5;G6PD;GSTO1;HFE;HPN;HVCN1;JPH4;KCNA10;KCNK13;KCNQ1;KCNQ3;LETM1;LRRC52;LYN;MAGT1;MCOLN1;MPC2;MTMR6;NDUFA4;NIPA2;P2RX4;PARL;PIK3CG;PLCG2;PMPCA;PMPCB;PPIF;PRNP;PSEN1;SEC61A1;SFXN2;SLC15A3;SLC17A5;SLC1A5;SLC24A5;SLC2A9;SLC31A1;SLC34A2;SLC35B1;SLC39A11;SLC3A2;SLC66A1;SLC7A1;SLC7A8;TMCO1;TMEM163;TMEM38B;TMSB4X;TREM2;TRPC4AP;UBQLN1;VDAC1;VDAC2;YME1L1
76,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,2.2602364734369508e-07,76,313,1035,ACOX3;AGPS;AP3B1;AP3M1;BAX;BECN1;CCT2;CCT5;CCT6A;CD68;CDKN1A;CHMP4B;DNM2;GOSR2;GRPEL1;HAX1;HCLS1;HK2;HSD17B4;HSPA4;HSPA5;HSPD1;IDE;IDH1;IPO7;KPNA2;KPNB1;LAMP2;M6PR;MACROH2A1;MPV17;NCOA4;NUP88;NUP93;NXT1;PARL;PHYH;PMM2;PMPCA;PMPCB;PSEN1;RAB10;RAB7A;RAC2;RAN;RPL21;RPL38;RPL39;RPS10;RPS13;RPS24;RPS25;SEC61A1;SEC61B;SFN;SPCS2;SPCS3;SRP72;SRPRA;SSR3;SYK;TIMM10;TIMM23;TIMM50;TOMM22;TOMM34;TOMM40;TOMM5;TRAM1;TSG101;UBE2D3;UQCRC2;VAMP7;VTI1B;YWHAB;YWHAG
238,GO_LIPID_METABOLIC_PROCESS,2.4078753357983373e-07,118,553,1035,ABCB4;ABHD12;ACAD9;ACAT1;ACOT7;ACOX3;ACSS2;ADIPOR1;AGPS;AKR1B1;ALAS1;ALG2;ALG8;ALOX5;ALOX5AP;ASAH1;B4GALT3;BAX;BPNT1;CD74;CDC42;CERS5;CFTR;CISH;CLN6;CNBP;COQ2;CPT2;CSNK2B;CTSA;CYP1B1;CYP27A1;CYP4F8;DBI;DECR1;DEGS1;DHCR7;DHDDS;DLD;DPAGT1;EBP;EIF6;ETFA;FIG4;FUCA1;G6PD;GBA;GCDH;GLA;GLTP;GM2A;GPAM;HADHA;HADHB;HEXB;HSD17B12;HSD17B14;HSD17B4;HSD3B7;IDH1;IL1RN;KPNB1;LPCAT1;LPCAT2;LYN;MACROH2A1;MPDU1;MTMR14;MTMR6;NCEH1;NEU1;NPC1;NPC2;NSDHL;NSMAF;ORMDL2;PCCA;PCCB;PDSS2;PHYH;PI4K2A;PI4KB;PIK3CG;PIP4K2A;PIP4K2C;PITPNB;PLA2G15;PLCG2;PLD3;PLEK;PLIN2;PLSCR1;PNPLA1;PON3;PPARD;PPARG;PPT1;PRDX6;PSAP;RAB38;RAB7A;RAN;RDH11;RETSAT;SCPEP1;SDR16C5;SESN2;SGPP2;SOAT1;SPTLC1;SRD5A3;STARD3NL;TBXAS1;TMEM38B;TPP1;TXNRD1;VAC14;VDR
211,GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,2.6448379073981814e-07,31,88,1035,AATF;ACP5;AIF1;ARF4;ASS1;BECN1;CDKN1A;CYP1B1;DNM2;EIF6;G6PD;GADD45A;GLA;GNAI3;GRB2;HK2;IL10;MPV17;P2RX4;PARL;PON3;RAB27A;RAC2;RHOA;RIPK3;SELENOS;SIRPA;SYK;TIGAR;TLR4;VDAC1
491,GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING,2.685530358233884e-07,19,40,1035,EEF1B2;EFL1;EIF2A;EIF2B3;EIF2S1;EIF2S2;EIF2S3;EIF3B;EIF3C;EIF3I;EIF3J;EIF3K;EIF3M;EIF4E;EIF6;GFM1;MCTS1;MRPL58;TSFM
669,GO_ENDOSOME_MEMBRANE,3.045751042412847e-07,58,219,1035,ARL8A;ARL8B;ATP6AP1;ATP6V0B;ATP6V0E1;BECN1;CD14;CD164;CD63;CD68;CFTR;CHMP4B;CLTC;CMTM6;COMMD1;CORO1C;CTSD;DCSTAMP;FCGR1A;FIG4;GOSR2;HLA-DMA;HLA-DMB;HLA-DPA1;LAMP2;LAMTOR5;LITAF;LTV1;LY96;MCOLN1;MMD;MRC1;NCF4;NCSTN;NPC1;PLEKHB2;PSEN1;RAB10;RAB27A;RAB7A;RNF13;SCAMP2;SLC29A3;SNX2;STAM;STARD3NL;STX12;STX8;TLR4;TMEM163;TMEM9B;TSG101;UBE2D3;VAC14;VAMP7;VPS26A;VTI1B;YIPF1
414,GO_MITOCHONDRIAL_MATRIX,3.6837894721833747e-07,65,257,1035,ABCE1;ACAT1;ACSS2;ALAS1;ALDH4A1;ATP5F1C;ATP5F1E;ATP5PB;BCAT2;BTD;CS;CYP27A1;DAP3;DARS2;DECR1;DLAT;DLD;ETFA;FASTKD5;FH;GARS1;GCDH;GFM1;GLS2;GRPEL1;GSR;HADHA;HADHB;HSPA9;HSPD1;HSPE1;IDH3A;LACTB2;LRPPRC;LRRC59;MCCC2;ME2;MRPL14;MRPL32;MRPL33;MRPL52;MRPL58;MRPS22;MRPS28;MRPS35;MTHFD2;NDUFA9;NDUFS1;NDUFS2;NUDT9;PCCA;PCCB;PDSS2;PMPCA;PMPCB;PPA2;PPIF;SDHAF2;SSBP1;SUCLG1;SUCLG2;TSFM;UQCRC2;VDAC1;VDAC2
72,GO_MONOVALENT_INORGANIC_CATION_TRANSPORT,3.824553461727948e-07,56,210,1035,AHCYL1;ATP1B3;ATP2C1;ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;ATP6AP1;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;C15orf48;CD63;CHCHD10;COMMD1;COMMD9;COX17;COX5A;COX6B1;COX7A2;COX7A2L;COX7B;DNM2;FXYD5;HPN;HVCN1;KCNA10;KCNK13;KCNQ1;KCNQ3;LRRC52;MTMR6;NDUFA4;NDUFA9;NSF;P2RX4;PPIF;PRNP;SLC15A3;SLC17A5;SLC24A5;SLC2A9;SLC34A2;SLC3A2;TMEM38B;TMSB4X;TREM2
111,GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS,5.006109892274856e-07,70,286,1035,ACAT1;ACOT7;ACSS2;ADK;ADORA2B;ALDOA;ATIC;ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;BPNT1;CDA;CTPS1;DBI;DERA;DLAT;DLD;DPAGT1;DPYD;EFL1;EIF6;ENO1;FBP1;GARS1;GART;GCDH;GMPS;GNAI3;GPAM;GPI;GSR;HK2;HK3;HPRT1;HSD17B12;HSD17B4;KMO;KYNU;LDHA;MCCC2;MPC2;MTHFD1;NADK;NANS;NME1;NUDT9;NUP88;NUP93;PAICS;PGK1;PMM2;PPT1;PSEN1;RAN;RENBP;RHOA;RNLS;SUCLG1;SUCLG2;TIGAR;TK1;TMSB4X;TREM2;TXNRD1;UPRT
494,GO_RIBONUCLEOTIDE_BINDING,5.057259742371286e-07,150,754,1035,ABCB4;ABCC4;ABCE1;ACAD9;ACOT7;ACSS2;ACTR2;ACTR3;ADK;ARF4;ARL8A;ARL8B;ASS1;ATP2C1;ATP6AP1;ATP6V1A;ATP6V1B2;ATP9B;BUB1;CCT2;CCT5;CCT6A;CDC42;CFTR;CLPB;CTPS1;DAP3;DARS2;DBI;DDX10;DDX18;DDX19A;DDX39A;DNM2;DPH6;DRG1;DYNC1LI1;EFL1;EFTUD2;EIF2S3;EIF4A3;EPRS1;FAM20C;FARSB;FBP1;FICD;GARS1;GART;GCDH;GFM1;GMPS;GNA15;GNAI3;GPHN;GPN1;GPN3;GRK6;GSS;HADHA;HK2;HK3;HSP90B1;HSPA13;HSPA4;HSPA5;HSPA9;HSPD1;HSPE1;HYOU1;IARS1;IDE;ILF2;LYN;MAPK13;MAPKAPK3;MARS1;MCCC2;MLH1;MRAS;MTHFD1;NADK;NEK6;NME1;NRBP1;NSF;OLA1;ORC1;P2RX4;PAICS;PAK2;PCCA;PCCB;PGK1;PI4K2A;PI4KB;PIK3CG;PIM1;PIP4K2A;PIP4K2C;PSMC1;PSMC2;PSMC4;PYGL;QRSL1;RAB10;RAB25;RAB27A;RAB38;RAB7A;RAB9A;RAC2;RAN;RAP1A;RAP1B;RENBP;RFC2;RHEB;RHOA;RHOG;RIPK3;RNGTT;RP2;RPS6KA1;SARS1;SOAT1;SRPRA;SRPRB;SRXN1;STK24;STK40;SUCLG2;SYK;TAOK3;TARS1;TK1;TPK1;TSR1;TUBA1C;UBA2;UBE2A;UBE2D3;UBE2F;UBE2J1;UBE2N;UBE2R2;UPRT;VRK2;XYLB;YARS1;YME1L1
203,GO_CELLULAR_LIPID_CATABOLIC_PROCESS,5.468775205751855e-07,32,95,1035,ABHD12;ACAT1;ACOX3;ASAH1;CPT2;CYP1B1;DECR1;ETFA;FUCA1;GBA;GCDH;GLA;GM2A;HADHA;HADHB;HEXB;HSD17B4;IDH1;NEU1;PCCA;PCCB;PHYH;PIK3CG;PLA2G15;PLCG2;PNPLA1;PPARD;PPT1;PRDX6;PSAP;SESN2;SRD5A3
99,GO_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS,5.470734481692896e-07,66,265,1035,ACAD9;ACAT1;ACOT7;ACOX3;ACSS2;ADIPOR1;AKR1A1;ALDH4A1;ALDOA;ALOX5;ALOX5AP;BTD;CD74;CPT2;CSPG5;CYP1B1;CYP27A1;CYP4F8;DCXR;DECR1;DEGS1;DLAT;DLD;EIF6;ENO1;ETFA;FBP1;GCDH;GPAM;GPI;HADHA;HADHB;HK2;HK3;HSD17B12;HSD17B4;HSD3B7;IDH1;KMO;KYNU;LDHA;LDHB;LDHD;MCCC2;ME2;MPC2;NPC1;NUP88;NUP93;PCCA;PCCB;PGD;PGK1;PHYH;PLA2G15;PON3;PPARD;PPARG;PSEN1;SCPEP1;SESN2;TBXAS1;TIGAR;UST;VDAC1;XYLB
499,GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING,5.813439634683328e-07,22,53,1035,EEF1B2;EFL1;EIF2A;EIF2B3;EIF2S1;EIF2S2;EIF2S3;EIF3B;EIF3C;EIF3I;EIF3J;EIF3K;EIF3M;EIF4E;EIF6;GFM1;MCTS1;MRPL58;PABPC1;PAIP1;PAIP2;TSFM
394,GO_LATE_ENDOSOME_MEMBRANE,6.999983463397522e-07,27,74,1035,ARL8A;ARL8B;CD63;CD68;CHMP4B;FIG4;GOSR2;HLA-DMA;HLA-DMB;LAMP2;LAMTOR5;LITAF;LTV1;MCOLN1;MMD;NPC1;RAB27A;RAB7A;RNF13;SLC29A3;STARD3NL;STX8;TSG101;VAC14;VAMP7;VTI1B;YIPF1
444,GO_PIGMENT_GRANULE,7.535994320860711e-07,26,70,1035,ANXA11;ATP1B3;ATP6V1B2;CANX;CAPG;CD63;CLTC;CTSB;CTSD;HSP90B1;HSPA5;NAP1L1;NCSTN;PRDX1;RAB27A;RAB38;RAB7A;RAB9A;RAN;RPN1;SLC1A5;SLC24A5;SLC3A2;SND1;TPP1;YWHAB
259,GO_COENZYME_METABOLIC_PROCESS,7.670714022397556e-07,35,110,1035,ACAT1;ACOT7;ACSS2;AHCYL1;AKR1A1;ATIC;BTD;COQ2;DBI;DLAT;DLD;GART;GCDH;GPAM;GPHN;GSTO1;HSD17B12;HSD17B4;KMO;KYNU;MCCC2;MMADHC;MPC2;MTHFD1;MTHFD2;NADK;NDUFA9;PCCA;PCCB;PDSS2;PPT1;RNLS;SUCLG1;SUCLG2;TPK1
623,GO_TERTIARY_GRANULE,7.813783972302114e-07,29,83,1035,ADGRE3;ALDOA;ARL8A;ASAH1;ATP6AP2;CD53;CDA;CFP;CLEC5A;COPB1;CR1;CSTB;CTSD;CTSS;DIAPH1;DOK3;DYNC1LI1;FCER1G;FTH1;IDH1;ILF2;LAMP2;LGALS3;LRG1;OSCAR;PLAU;RHOA;SIRPA;VPS35L
511,GO_CADHERIN_BINDING,8.284984058067047e-07,40,134,1035,ALDOA;ATIC;BZW1;BZW2;CAPG;CAPZA1;CHMP4B;CLIC1;EIF2A;EIF2S3;ENO1;FXYD5;H3C11;HSPA5;IDH1;IQGAP1;LAD1;LDHA;LRRC59;MAPRE1;NOP56;OLA1;P2RX4;PAICS;PAK2;PCMT1;PRDX1;PRDX6;PSEN1;RAB10;RAN;RSL1D1;S100A11;SFN;SLC3A2;SND1;SNX2;STK24;STX5;YWHAB
614,GO_AZUROPHIL_GRANULE_LUMEN,8.305270923336358e-07,21,50,1035,ACTR2;CAP1;CCT2;CPPED1;CREG1;CTSA;FTL;FUCA1;GCA;GDI2;GLA;GM2A;GNS;GUSB;HEXB;MAN2B1;NPC2;PA2G4;PADI2;PRDX6;PSMD1
140,GO_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,8.35459691464612e-07,24,62,1035,FCER1G;FCN1;ICAM3;LILRA2;LYN;PAK2;PLCG2;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;SYK
30,GO_NADP_METABOLIC_PROCESS,8.479922249496845e-07,12,19,1035,DCXR;DERA;G6PD;IDH1;ME2;NADK;PGD;PGM2;RPE;TALDO1;TIGAR;TKT
258,GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,9.116485764580066e-07,62,247,1035,AATF;ABCE1;BYSL;DDX10;DDX18;EFL1;EIF2A;EIF2S2;EIF2S3;EIF3B;EIF3C;EIF3I;EIF3J;EIF3K;EIF3M;EIF4A3;EIF6;EMG1;ISG20L2;LTV1;LYAR;MCTS1;MRTO4;NIP7;NOL10;NOL6;NOP10;NOP14;NOP16;NOP56;NPM1;NSA2;NUP88;PA2G4;PAK1IP1;PWP1;RAMAC;RAN;RIOX2;RPF1;RPF2;RPL26L1;RPL38;RPS10;RPS24;RRP36;RSL1D1;SF3A3;SNRPD3;SNRPF;SNRPG;SRFBP1;STRAP;TSR1;TXNL4A;UTP14A;UTP18;UTP4;WDR43;WDR77;ZNF593;ZNF622
557,GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,9.835472974066626e-07,100,461,1035,ACAD9;ACTR2;ACTR3;AIF1;ANP32B;ARPC2;ARPC3;ARPC4;BRK1;CAPG;CAPZA1;CAPZA2;CCT2;CDC42EP3;CENPL;CLTC;COPS8;COTL1;COX17;COX7A2;COX7A2L;CSNK2B;DIAPH1;DNAJB12;DRG1;EIF2S2;EIF2S3;EIF3B;EIF3C;EIF3I;EIF3J;EIF3K;EIF3M;EIF6;FGB;GMFG;GRB2;H2AX;H3-3A;H3C11;H4C15;HAX1;HCCS;HCLS1;HLA-DMA;HLA-DMB;HSPA4;HSPD1;MACROH2A1;MAPRE1;MCTS1;MRTO4;MSRB1;NAP1L1;NAPA;NDUFA1;NDUFA6;NDUFA9;NDUFAF2;NDUFAF4;NDUFB4;NDUFB9;NDUFS1;NDUFS2;NPM1;NUP93;PFDN6;POMP;PSMC2;PSMC4;PSMD11;PSMD13;PSMD4;PSMG2;RAD23B;RAMAC;RAP1GDS1;RHOA;RPF2;RPL38;RPS10;SDHAF2;SET;SF3A3;SNRPD3;SNRPF;SNRPG;STRAP;STX1B;TAF12;TLR4;TMEM199;TMEM70;TMSB10;TMSB4X;TXNL4A;VAMP7;VDAC2;WAS;WDR77
513,GO_TRANSPORTER_ACTIVITY,1.0323504058782807e-06,97,444,1035,ABCB4;ABCC4;ANO10;ANXA5;AQP3;ATP1B3;ATP2C1;ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;ATP6AP1;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;BAX;C15orf48;CFTR;CLCC1;CLIC1;CLIC2;COX5A;COX6B1;COX7A2;COX7A2L;COX7B;EBP;FLVCR2;GLTP;GM2A;HPN;HVCN1;IPO7;JPH4;KCNA10;KCNK13;KCNQ1;KCNQ3;KPNA2;KPNB1;LETM1;LRRC52;MAGT1;MCOLN1;MFSD14A;MPC2;MPV17;MTMR6;NDUFA4;NIPA2;NPC1;NPC2;NUP88;P2RX4;PITPNB;PLSCR1;PSEN1;RAN;SEC61A1;SEC61B;SFXN2;SLC15A3;SLC17A5;SLC1A5;SLC24A5;SLC29A3;SLC2A9;SLC31A1;SLC34A2;SLC35B1;SLC35F6;SLC39A11;SLC3A2;SLC50A1;SLC66A1;SLC6A13;SLC7A1;SLC7A8;SLCO2B1;TIMM23;TMCO1;TMEM144;TMEM38B;TOMM22;TOMM40;TRIAP1;VDAC1;VDAC2
190,GO_AMIDE_BIOSYNTHETIC_PROCESS,1.0490060483506678e-06,93,421,1035,ABCE1;ACAT1;ACSS2;ASAH1;ASS1;ATIC;B4GALT3;CDKAL1;CERS5;CNBP;CNDP2;DAP3;DARS2;DEGS1;DLAT;DLD;DPH6;DRG1;EEF1B2;EFL1;EIF2A;EIF2B3;EIF2S1;EIF2S2;EIF2S3;EIF3B;EIF3C;EIF3I;EIF3J;EIF3K;EIF3M;EIF4A3;EIF4E;EIF6;EPRS1;FARSB;GARS1;GART;GBA;GCDH;GFM1;GSS;HABP4;HSD17B12;IARS1;LRPPRC;MARS1;MCTS1;MPC2;MRPL14;MRPL32;MRPL33;MRPL52;MRPL58;MRPS22;MRPS28;MRPS35;MTHFD1;NPM1;NSMAF;ORMDL2;PA2G4;PABPC1;PABPC4;PAIP1;PAIP2;PPA1;PPA2;PPT1;QRSL1;RHOA;RPL21;RPL22L1;RPL26L1;RPL36AL;RPL38;RPL39;RPS10;RPS13;RPS24;RPS25;RPS6KA1;RWDD1;SARS1;SELENOT;SESN2;SPTLC1;TARS1;TSFM;YARS1;YTHDF2;ZNF385A;ZNF706
186,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,1.1121605005680648e-06,25,67,1035,BCAP31;CANX;FCER1G;FCGR1A;HFE;IDE;MR1;NCF2;NCF4;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3
264,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,1.2177282336465598e-06,51,191,1035,ARRB2;CD14;CD300LF;COLEC12;CRTAM;CTSB;CTSL;CTSS;FCER1G;FCN1;FGB;HAVCR2;HSP90B1;HSPD1;ICAM3;LILRA2;LY86;LY96;LYN;MAPKAPK3;NPLOC4;PAK2;PIK3AP1;PLCG2;PLSCR1;POLR3C;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;S100A9;SCIMP;SFTPA2;SYK;TLR4;UBE2D3;UBE2N;UBQLN1;UFD1
129,GO_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS,1.2229820145110262e-06,71,298,1035,ACAT1;ACOT7;ACSS2;ADI1;ADIPOR1;ADK;AKR1A1;AKR1B1;ALDOA;ALOX5;ALOX5AP;ASAH1;ASS1;ATIC;BCAT2;CD74;CDA;CFTR;CLTC;CNBP;COQ2;CSPG5;CYP27A1;DEGS1;DERA;DHCR7;DHDDS;DPYD;EBP;EIF6;ENO1;FBP1;G6PD;GART;GBA;GCG;GLS2;GMPS;GOT1;GPAM;GPI;HPRT1;HSD17B12;HSD17B4;HSD3B7;KMO;KPNB1;KYNU;MDH1;MTHFD1;NDUFA9;NME1;NSDHL;NUDT9;PDSS2;PGD;PGK1;PLCG2;PLEK;RAN;SELENOS;SESN2;SPTLC1;SRD5A3;SYK;TALDO1;TBXAS1;TK1;TKT;UST;VDR
622,GO_RESPIRASOME,1.2427670934019378e-06,22,55,1035,C15orf48;COX5A;COX6B1;COX7A2;COX7A2L;COX7B;CYCS;HIGD1A;NDUFA1;NDUFA4;NDUFA6;NDUFA9;NDUFB4;NDUFB9;NDUFS1;NDUFS2;SDHB;SDHC;SDHD;UQCRC2;UQCRFS1;UQCRH
