,go,pv,k,n,N,genes
158,GO_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,0.0011340271364674705,19,81,837,ADAM17;CARD14;CHUK;MAP3K14;OTULIN;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTPN2;SPPL2A;TNF;TNFRSF13C;TNFRSF9;TNFSF14;TNFSF8;TNFSF9
195,GO_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,0.0011443128424136165,18,75,837,ADAM17;CD44;CD80;CLCF1;EGF;HBEGF;IL23A;IL24;LIF;LRP8;NCF1;OSM;PTPN1;PTPRC;SOCS3;STAP1;TEC;TNF
286,GO_CELL_SURFACE,0.001158120986016013,51,300,837,ADAM10;ADAM17;ADTRP;BTNL10;C5AR1;CCR3;CD163;CD274;CD44;CD58;CD80;CD83;CD86;CD8A;CDH26;CHRNA1;CLEC7A;CSF3R;CTSZ;FAS;FCGR2B;FGG;GLDN;HBEGF;HTR3B;IL2RA;IQGAP2;ITGAM;ITGAX;KCNE1;LILRB1;LPL;NRDC;OTOA;P2RX1;PTPRC;SCARB1;SERPINF2;SLC1A3;SLC2A4;STX4;TGFBR1;TLR2;TNF;TNFRSF10B;TNFRSF10D;TNFRSF13C;TNFRSF9;TREML2;TREML4;USP14
277,GO_SECRETORY_GRANULE,0.0012051506714590896,64,397,837,ADAM10;ADGRG3;ARHGAP9;ARMC8;ATP6V0A1;ATP8B4;BIN2;C5AR1;CD44;CD58;CHIT1;CSNK2A2;CTSZ;CXCL1;CYBB;EGF;EQTN;FCAR;FGG;FGR;GPR84;HSPA6;ICA1;IL1B;IQGAP2;IST1;ITGAM;ITGAX;LCN2;LILRB3;MANBA;MMP25;MOSPD2;MYO5A;NHLRC3;OLR1;ORM1;ORM2;P2RX1;PIGR;PNP;PRG2;PSMD12;PSMD6;PTAFR;PTPRC;QPCT;RAP2C;S100A8;S100P;SDCBP;SERPINF2;SIGLEC9;SLC11A1;SLC2A4;STX3;STX4;TCIRG1;TCN1;TCP1;TLR2;TMPRSS4;VNN1;VPS33B
397,GO_REGULATION_OF_INTERLEUKIN_1_SECRETION,0.0012174529335749478,8,21,837,ARG2;CCL3;IL1R2;LPL;NLRP12;ORM1;ORM2;ZC3H12A
293,GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.001247752560166278,21,94,837,ATP6V0A1;ATP6V0A4;ATP6V0D2;ATP6V1C1;ATP6V1C2;SLC10A2;SLC11A1;SLC16A7;SLC1A3;SLC20A1;SLC26A11;SLC28A3;SLC37A2;SLC4A9;SLC5A6;SLC5A8;SLC6A12;SLC8B1;SLCO1B3;SLCO4A1;TCIRG1
111,GO_HUMORAL_IMMUNE_RESPONSE,0.0012917416158602305,20,88,837,BCL3;C5AR1;C5AR2;CCL2;CD83;CXCL1;CXCL2;CXCL3;CXCL5;CXCL8;FCGR2B;IL1B;LCN2;PI3;PPP2R3C;PTPRC;S100A8;SLC11A1;TNF;TNFRSF21
212,GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION,0.0013175339446665749,25,120,837,ABAT;CCL3;CD274;CD58;CHUK;CLTRN;DNM1L;FGG;FGR;IL1A;IL1B;IL4R;KCNN4;KISS1;LPL;LRRK2;NLRP12;ORM1;ORM2;OSM;PTPN22;S100A8;STX4;TLR2;TNF
295,GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY,0.0013421714759671887,9,26,837,PI3;SERPINA2;SERPINB11;SERPINB8;SERPIND1;SERPINF2;WFDC12;WFDC5;WFDC8
23,GO_CELLULAR_RESPONSE_TO_LIPID,0.0013429688737958052,43,244,837,ABL2;ADNP2;ADTRP;BCL10;CASP9;CCL2;CCL3;CD180;CD274;CD80;CD86;CNOT9;CRY1;CXCL1;CXCL2;CXCL3;CXCL5;CXCL8;DNM1L;GDAP1;IL1A;IL1B;IL24;LCN2;LILRB1;LPL;LRP8;MALT1;NFKBIB;PDK3;PLAA;PTAFR;PTPN22;RUNX1;SCARB1;SNW1;STAP1;TICAM1;TLR2;TNF;TNIP3;TP63;ZC3H12A
145,GO_ORGANIC_ANION_TRANSPORT,0.001349568318899082,32,167,837,ABAT;ACSL1;AKR1C1;ATP8B4;CA12;CA13;CLN8;CTNS;FABP3;IL1B;KCNN4;MPC1;NFKBIE;SCARB1;SLC10A2;SLC11A1;SLC16A10;SLC16A6;SLC16A7;SLC1A3;SLC25A13;SLC25A25;SLC36A4;SLC37A2;SLC38A6;SLC4A9;SLC5A6;SLC5A8;SLC6A12;SLC7A10;SLCO1B3;SLCO4A1
276,GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.0013519690098774424,17,70,837,ATG5;BCL10;CGAS;CLC;CLCF1;FCGR2B;IL1B;IL4R;IRAK3;LILRB1;MALT1;PTPRC;SHLD2;SHLD3;STX4;TICAM1;TNF
343,GO_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION,0.0013684637258606922,3,3,837,ECT2;KIF23;PDCD6IP
136,GO_REGULATION_OF_FEVER_GENERATION,0.0013684637258606922,3,3,837,IL1B;PTGS2;TNF
363,GO_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY,0.0013684637258606922,3,3,837,CYBB;PDK1;PDK3
335,GO_MACROPHAGE_COLONY_STIMULATING_FACTOR_SIGNALING_PATHWAY,0.0013684637258606922,3,3,837,CSF1;PTPN2;STAP1
214,GO_REGULATION_OF_PHAGOCYTOSIS,0.0013765618818638097,13,47,837,ATG5;CCL2;CLEC7A;FCGR2B;FGR;IL1B;MERTK;PTPRC;SCARB1;SLC11A1;STAP1;TLR2;TNF
238,GO_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,0.0014386816826372788,5,9,837,CD80;IL1B;IL23A;IL4R;SLC11A1
346,GO_EOSINOPHIL_CHEMOTAXIS,0.0014386816826372788,5,9,837,CCL11;CCL2;CCL3;CCL3L3;CCL7
345,GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_BIOSYNTHETIC_PROCESS,0.0014386816826372788,5,9,837,CLEC7A;IL1B;PTAFR;TLR6;TNF
50,GO_ORGANOPHOSPHATE_METABOLIC_PROCESS,0.0014475156483064622,71,453,837,ACOT11;ACOT9;ACSL1;ADPGK;AGPAT4;AK6;AMPD1;AMPD2;ATPSCKMT;CEPT1;CLN8;CSNK2A2;DHTKD1;ECD;ENO3;ENTPD5;FABP3;FADS1;FGR;FHIT;GK;GPAT3;GPCPD1;GPD2;IDO2;IMPA1;IPPK;LHCGR;LPL;LRRK2;MBD4;MPC1;MPP1;NADSYN1;NT5C2;NUDT5;NUP58;NUS1;OPA1;PCYT1A;PDE4C;PDHA1;PDK1;PDK3;PHOSPHO1;PIGA;PIGW;PIK3CB;PIK3R5;PISD;PLA2G4E;PLA2G7;PLAA;PLCB2;PLPP5;PNP;PON1;PTAFR;PTGS2;RBKS;RRM2B;SCARB1;SEH1L;SLC25A13;SLC5A8;SMPDL3A;SMPDL3B;SOCS3;SULT1C2;UPP1;VPS9D1
298,GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0014884727198199081,14,53,837,CTNS;MPC1;SLC10A2;SLC16A10;SLC16A6;SLC16A7;SLC1A3;SLC25A13;SLC36A4;SLC38A6;SLC5A8;SLC6A12;SLC7A10;SLCO1B3
318,GO_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION,0.001501744059130827,55,333,837,ACER3;ADAM10;ADAM17;ALDH3A1;C5AR1;C5AR2;CCL11;CCR3;CD274;CD80;CD86;CDC7;CLCF1;CLEC7A;CLECL1;CSF1;CTSZ;CXCL5;DERL2;E2F3;EGF;FAM98A;FOSL1;HBEGF;IL1B;IL23A;IL24;IL2RA;ITGAX;JAML;KLB;LIF;LIG4;LIN28A;NOP2;ODC1;OSM;PNP;PRAME;PTAFR;PTGS2;PTPRC;SDCBP;SERPINF2;SLC25A33;SRSF6;STX3;STX4;TCIRG1;TGFBR1;TICAM1;TNF;TNFRSF13C;TNFSF9;TP63
326,GO_INTERLEUKIN_1_BETA_PRODUCTION,0.0015349143002717821,12,42,837,ARG2;CCL3;CLEC7A;IFI16;IL1B;LPL;MALT1;NLRP12;ORM1;ORM2;TLR6;ZC3H12A
269,GO_INTESTINAL_ABSORPTION,0.0015942293897748317,6,13,837,AKR1C1;EPB41;GCNT3;PNLIP;SCARB1;UGCG
282,GO_VACUOLAR_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX,0.0015942293897748317,6,13,837,ATP6V0A1;ATP6V0A4;ATP6V0D2;ATP6V1C1;ATP6V1C2;TCIRG1
329,GO_INTERLEUKIN_6_PRODUCTION,0.0015979604374061673,17,71,837,AZI2;BCL10;C5AR2;CLEC7A;IL1A;IL1B;IRAK3;LPL;NLRP12;ORM1;PTAFR;PTPN22;TICAM1;TLR2;TLR6;TNF;ZC3H12A
223,GO_RNA_3_END_PROCESSING,0.0015979604374061673,17,71,837,CDK9;ERI1;EXOSC9;LIN28A;MAGOH;MTPAP;PARN;PNPT1;POLR2D;SRSF1;SRSF2;SRSF6;SSB;SUPV3L1;TOE1;TRMT10C;U2AF1L4
141,GO_REGULATION_OF_PEPTIDASE_ACTIVITY,0.0016712350401597194,33,176,837,BCL10;BIRC7;CASP9;CD44;CLEC7A;DIABLO;FAS;IFI16;MALT1;MICAL1;NLRP12;NRDC;P2RX1;PI3;PSMA3;PSME4;PTGS2;RPS27L;S100A8;SERPINA2;SERPINB11;SERPINB8;SERPIND1;SERPINF2;TNF;TNFAIP8;TNFRSF10B;TNFSF14;TP63;USP14;WFDC12;WFDC5;WFDC8
304,GO_SECONDARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0017284839714351234,20,90,837,MFSD12;SLC10A2;SLC11A1;SLC16A10;SLC16A6;SLC16A7;SLC1A3;SLC20A1;SLC25A16;SLC26A11;SLC28A3;SLC36A4;SLC37A2;SLC4A9;SLC5A6;SLC5A8;SLC6A12;SLC8B1;SLCO1B3;SLCO4A1
25,GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,0.0017840813507429408,10,32,837,ARG2;CCL7;CD274;CD80;CD86;FCGR2B;GPNMB;IL2RA;LILRB1;TNFRSF21
179,GO_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE,0.0018177202404384169,9,27,837,BATF;CLCF1;GAPT;GCNT3;LIG4;PTPRC;SHLD2;SHLD3;SWAP70
275,GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,0.0018691423979343472,15,60,837,CLCF1;FGR;IL1B;IL23A;IL4R;ITGAM;MALT1;PTAFR;PTPRC;SHLD2;SHLD3;STX4;TICAM1;TNF;VAV1
29,GO_THYMIC_T_CELL_SELECTION,0.0018899812658305598,4,6,837,ATG5;FOXN1;PTPN2;PTPRC
381,GO_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS,0.0018899812658305598,4,6,837,CCL2;CCL3;CCL4;CCL7
334,GO_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR,0.0018899812658305598,4,6,837,CSF1;PTPN2;STAP1;TLR2
17,GO_REGULATION_OF_T_CELL_CHEMOTAXIS,0.0018899812658305598,4,6,837,ADAM10;ADAM17;STK39;TNFSF14
90,GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY,0.0019482896684188328,83,551,837,ABL2;ACSL1;ADAM17;ADAP2;ARFGAP3;ARHGAP40;ARHGAP9;ARRDC4;ASAP1;ATPSCKMT;BCL10;BIRC7;C5AR1;CARD14;CASP9;CCDC88A;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CCNK;CLEC7A;CSF1;CXCL1;DBF4;DIABLO;DNM1L;DUSP5;ECT2;EGF;FAS;FGR;IFI16;IL1B;IL23A;ITGAM;LRP8;LRRK2;MALT1;MAP3K14;MAP3K8;NCF1;NLRP12;NUS1;P2RX1;PARN;PIK3CB;PIK3R5;PITRM1;PLAA;PLCB2;PLIN5;PNLIP;PPP1R15B;PPP2R3C;PSME4;PTAFR;PTPN1;PTPRC;RABEP1;RASA2;RPS27L;S100A8;SCARB1;SLC11A1;SMAP2;STAP1;STK39;STX4;SYAP1;TBC1D29P;TCP1;TGFBR1;TLR6;TNF;TNFRSF10B;UBC;UBE2V1;VAV1;VPS9D1;ZC3H15
95,GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION,0.001953524077775653,101,693,837,ABL2;ACSL1;ADAM17;ADAP2;ADGRF1;ARFGAP3;ARHGAP40;ARHGAP9;ARRDC4;ASAP1;ATPSCKMT;BCL10;BIRC7;BUD31;C5AR1;CARD14;CASP9;CCDC88A;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CCNK;CDK9;CEBPG;CHP1;CHUK;CLEC7A;CNOT9;CSF1;CTH;CXCL1;DBF4;DIABLO;DNM1L;DUSP5;ECT2;EGF;EPB41;FAS;FGR;FOSL1;GTF2A2;IFI16;IL1B;IL23A;IRAK3;IRF4;ITGAM;LRP8;LRRK2;MALT1;MAP3K14;MAP3K8;MBD2;NCF1;NFKB2;NLRP12;NUS1;P2RX1;PARN;PIK3CB;PIK3R5;PITRM1;PLAA;PLCB2;PLIN5;PNLIP;PON1;PPP1R15B;PPP2R3C;PSME4;PTAFR;PTPN1;PTPRC;RABEP1;RASA2;RPS27L;S100A8;SCARB1;SLC11A1;SMAP2;STAP1;STK39;STX4;SYAP1;TBC1D29P;TCP1;TGFBR1;TICAM1;TLR2;TLR6;TNF;TNFRSF10B;UBC;UBE2V1;VAV1;VPS9D1;ZC3H15
181,GO_SMALL_MOLECULE_CATABOLIC_PROCESS,0.0020251899353805236,36,199,837,ABAT;ACADSB;ACADVL;ADPGK;ADTRP;ALDH6A1;APOBEC3B;ARG2;BCAT1;BCKDHB;BDH1;CD44;CHP1;CTH;CYP1A1;CYP4F3;ENO3;ENTPD5;ETFDH;GK;GPD2;GPT;HAL;HGD;IDO2;IMPA1;MCCC1;NPL;NUDT5;PADI4;PLIN5;PNP;PON1;RBKS;SCARB1;UPP1
246,GO_REGULATION_OF_PROTEOLYSIS,0.0020843983833711173,51,308,837,BCL10;BIRC7;CASP9;CD44;CHFR;CLEC7A;CLN8;CSNK2A2;CTSZ;DERL2;DIABLO;EGF;FAS;FHIT;IFI16;IL1B;IL1R2;IST1;LRRK2;MALT1;MICAL1;NLRP12;NRDC;P2RX1;PI3;PLK3;PSMA3;PSME4;PTGS2;RNF19B;RPS27L;S100A8;SDCBP;SERPINA2;SERPINB11;SERPINB8;SERPIND1;SERPINF2;TAF9;TIMM17A;TNF;TNFAIP8;TNFRSF10B;TNFSF14;TP63;UBE2G2;USP14;WFDC12;WFDC5;WFDC8;ZC3H12A
77,GO_B_CELL_DIFFERENTIATION,0.0021293164936890814,11,38,837,ADAM17;ADGRG3;BCL3;CEBPG;CLCF1;FCGR2B;MALT1;PPP2R3C;PTPN2;PTPRC;TCIRG1
32,GO_POSITIVE_REGULATION_OF_LOCOMOTION,0.0021519493193057487,39,221,837,ADAM10;ADAM17;AKIRIN1;C5AR1;CCL11;CCL3;CCL4;CCL7;CD274;CHMP2B;CLEC7A;CSF1;CXCL8;EGF;FGR;GPNMB;HBEGF;IL1B;IL23A;ITGAX;MOSPD2;NUS1;ONECUT2;PC;PLA2G7;PLAA;PTAFR;PTGS2;PTPRC;SCARB1;SDCBP;STK39;STX3;STX4;SWAP70;TGFBR1;TNF;TNFSF14;ZC3H12A
42,GO_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION,0.0021834350811328063,14,55,837,ADTRP;ARG2;C5AR2;FCGR2B;IL1B;IL1R2;LILRB1;MIDN;NLRP12;PTPN22;TLR6;TNF;TNFRSF21;ZC3H12A
28,GO_REGULATION_OF_HYDROLASE_ACTIVITY,0.0022200466894832425,72,468,837,ABL2;ADAP2;ARFGAP3;ARHGAP40;ARHGAP9;ASAP1;BCL10;BIRC7;C5AR1;CASP9;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CD44;CDC42SE1;CHP1;CLEC7A;DIABLO;DNM1L;ECT2;FAS;IFI16;IQGAP2;LPL;LRRK2;MALT1;MICAL1;MPHOSPH10;NLRP12;NRDC;P2RX1;PHACTR1;PI3;PLAA;PLCB2;PLIN5;PNLIP;PPP1R15B;PSMA3;PSME4;PTAFR;PTGS2;PTPRC;RABEP1;RASA2;RPS27L;S100A8;SERPINA2;SERPINB11;SERPINB8;SERPIND1;SERPINF2;SHOC2;SMAP2;SPOCD1;TBC1D29P;TIPRL;TNF;TNFAIP8;TNFRSF10B;TNFSF14;TP63;USP14;VAV1;VPS9D1;WFDC12;WFDC5;WFDC8;ZC3H15
131,GO_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,0.0022299908274065437,15,61,837,BCL10;CARD14;CHUK;CTH;IL1B;IRAK3;MALT1;NFKB2;S100A8;TICAM1;TLR2;TLR6;TNF;UBC;UBE2V1
63,GO_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS,0.002264130101654752,45,265,837,ABAT;ACADSB;ACADVL;ACOT11;ACSL1;ADPGK;ADTRP;AKR1C1;ALOXE3;CYP1A1;CYP4F3;DHTKD1;ECD;ENO3;ENTPD5;ETFDH;FABP3;FADS1;FADS6;GLO1;HAL;IL1B;LPL;MCCC1;MPC1;MYO5A;NUP58;PC;PDHA1;PDK1;PDK3;PLAA;PLIN5;PON1;PTGS2;RDH10;SEH1L;SLC1A3;SLC5A6;STARD4;UGT1A10;UGT1A7;UGT2B28;VNN1;VNN2
259,GO_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,0.0023094020888758506,10,33,837,ARG2;BCL3;C5AR2;CD274;GPNMB;IRAK3;LILRB1;ORM1;PTPN22;ZC3H12A
306,GO_CYTOKINE_RECEPTOR_ACTIVITY,0.0023094020888758506,10,33,837,CCR3;CD44;CSF2RB;CSF3R;IFNAR2;IFNLR1;IL1R2;IL2RA;IL4R;IL9R
186,GO_CARBOHYDRATE_METABOLIC_PROCESS,0.002383607922867787,46,273,837,ADPGK;B3GNT5;B3GNT7;CHIT1;CRY1;CSGALNACT2;DHTKD1;ECD;EGF;ENO3;ENTPD5;GALNT3;GCNT3;GK;GLB1L3;GLO1;GNMT;GPD2;IMPA1;IPPK;KLB;LHCGR;MANBA;MIDN;NLN;NPL;NUDT5;NUP58;PC;PDHA1;PDK1;PDK3;PHKG2;PTAFR;PTPN2;RBKS;RUBCNL;SEH1L;SLC25A13;SLC2A4;ST8SIA5;TNF;UGT1A10;UGT1A7;UGT2B28;ZMPSTE24
264,GO_HETEROTYPIC_CELL_CELL_ADHESION,0.002396761276613568,8,23,837,CD44;CD58;FGG;GLDN;IL1B;ITGAX;PTPRC;TNF
144,GO_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS,0.002396761276613568,8,23,837,AKIRIN1;C5AR1;C5AR2;CSF1;CXCL8;IL23A;MOSPD2;MPP1
224,GO_MONOCYTE_CHEMOTAXIS,0.002396761276613568,8,23,837,CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;MOSPD2;PLA2G7
190,GO_REGULATION_OF_VIRAL_TRANSCRIPTION,0.0024189337398225715,9,28,837,CCL3;CCL4;CDK9;GTF2F2;NELFCD;POLR2D;POLR2K;POU2F3;SNW1
236,GO_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,0.002444271482229548,32,173,837,BCL10;BTNL10;C5AR1;C5AR2;CHUK;CUL1;FCGR2B;FGR;KCNN4;KLHL6;LILRB1;MALT1;MUC5AC;NFKBID;NFKBIZ;PIGR;PIK3CB;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTPN2;PTPN22;PTPRC;RUNX1;STAP1;TEC;TNFRSF21;VAV1;ZC3H12A
263,GO_ERK1_AND_ERK2_CASCADE,0.002460341947725207,23,112,837,C5AR1;C5AR2;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CD44;CRYBA1;EGF;FGG;GPNMB;IL1B;LIF;NLRP12;PSCA;PTPN1;PTPN2;PTPN22;PTPRC;SERPINF2;TNF
9,GO_AMMONIUM_ION_METABOLIC_PROCESS,0.0024927985781977627,18,80,837,ABAT;ACER3;AKR1C1;CEPT1;CSNK2A2;FABP3;ITGAM;ODC1;PCYT1A;PHOSPHO1;PLA2G4E;PLA2G7;PON1;SAT1;SAT2;SCARB1;SMPDL3B;TPH2
301,GO_CCR_CHEMOKINE_RECEPTOR_BINDING,0.0025298792429836064,6,14,837,CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7
210,GO_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,0.0025298792429836064,6,14,837,ARG2;CD274;IL4R;LILRB1;RUNX1;ZC3H12A
18,GO_REGULATION_OF_MAPK_CASCADE,0.002567044292330421,46,274,837,BIRC7;C5AR1;C5AR2;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CD44;CRYBA1;DUSP5;EGF;FAS;FCGR2B;FGG;GPNMB;IL1A;IL1B;IRAK3;KISS1;KLB;LIF;LRRK2;MAP3K14;MAP3K8;NCF1;NLRP12;OSM;PIK3CB;PIK3R5;PSCA;PTPN1;PTPN2;PTPN22;PTPRC;SDCBP;SERPINF2;STK39;TGFBR1;TLR6;TNF;UBC;UBE2V1;WNT16;ZC3H12A
320,GO_T_CELL_CHEMOTAXIS,0.002615336501084268,5,10,837,ADAM10;ADAM17;CCL3;STK39;TNFSF14
362,GO_EOSINOPHIL_MIGRATION,0.002615336501084268,5,10,837,CCL11;CCL2;CCL3;CCL3L3;CCL7
378,GO_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE,0.002615336501084268,5,10,837,IL23A;MALT1;NFKBID;NFKBIZ;ZC3H12A
211,GO_CHRONIC_INFLAMMATORY_RESPONSE,0.002615336501084268,5,10,837,CCL11;CYP19A1;S100A8;TNF;VNN1
69,GO_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,0.0026204618757902235,14,56,837,CD274;CD80;CD86;CLCF1;CLECL1;CSF1;IL1B;IL23A;IL2RA;PNP;PTPRC;TICAM1;TNFRSF13C;TNFSF9
330,GO_INTERLEUKIN_8_PRODUCTION,0.002673985093833709,11,39,837,BCL10;BCL3;C5AR2;CD58;CLEC7A;IL1B;PTPN22;PTPRC;TLR2;TLR6;TNF
52,GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION,0.002673985093833709,11,39,837,CD274;CD80;CD86;CLECL1;IL1B;IL23A;IL2RA;PNP;PTPRC;TNFRSF13C;TNFSF9
355,GO_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.0026853734283586034,33,181,837,ACADVL;ATPSCKMT;CRY1;ECD;EGF;ENTPD5;FABP3;GNMT;IL1B;LHCGR;MIDN;NLN;NUP58;ODC1;PDK1;PDK3;PHKG2;PLIN5;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTAFR;PTGS2;PTPN2;RDH10;RUBCNL;SEH1L;STARD4;TNF;ZMPSTE24
11,GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS,0.0028232289326544082,27,140,837,BIRC7;CD44;CLN8;CSNK2A2;CTSZ;DERL2;FHIT;IFI16;IL1R2;LRRK2;MICAL1;PI3;PTGS2;SDCBP;SERPINA2;SERPINB11;SERPINB8;SERPIND1;SERPINF2;TAF9;TNFAIP8;TNFSF14;UBE2G2;USP14;WFDC12;WFDC5;WFDC8
270,GO_LEUKOCYTE_HOMEOSTASIS,0.0029520494796031775,10,34,837,ADAM17;BCL10;FOXN1;GAPT;IL2RA;MERTK;PIK3CB;PPP2R3C;TCIRG1;TNFSF14
124,GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,0.0030915273917815674,96,663,837,ABAT;ABL2;ACSL1;ADAM17;ATG5;ATPSCKMT;BASP1;BCL10;BCL3;C5AR1;CCL11;CCL3;CCR3;CD274;CD58;CD80;CD83;CD86;CDK9;CEBPG;CGAS;CHUK;CLCF1;CLEC7A;CSF1;CTH;CXCL8;CYBB;DNM1L;ECT2;EGF;FGG;FGR;FOXN1;HBEGF;HRC;IFI16;IL1A;IL1B;IL23A;IL2RA;IL4R;IRAK3;IRF4;IST1;ITGAX;KISS1;LCN2;LIF;LIG4;LILRB1;LIN28A;LLPH;LPL;LRP8;LRRK2;MALT1;MAPK6;NFKB2;NFKBID;NFKBIZ;NLRP12;NUS1;OLIG2;OPA1;ORM1;ORM2;OSM;PLAA;PNP;POLR2K;POLR3G;PPP2R3C;PTAFR;PTGS2;PTPN22;PTPRC;RIOK3;RUNX1;SCARB1;SDCBP;SERPINF2;SHLD2;SHLD3;SLC11A1;SNW1;SRSF6;TGFBR1;TICAM1;TLR2;TLR6;TNF;TNFSF9;TP63;VNN1;ZC3H12A
165,GO_DIGESTIVE_SYSTEM_PROCESS,0.003167746235084924,9,29,837,AKR1C1;EPB41;GCNT3;KCNN4;PNLIP;SCARB1;STK39;TFF2;UGCG
303,GO_MONOCARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0032505004785693997,8,24,837,MPC1;SLC10A2;SLC16A10;SLC16A6;SLC16A7;SLC5A8;SLC6A12;SLCO1B3
247,GO_POSITIVE_REGULATION_OF_SECRETION,0.0035508751188190243,31,170,837,ABAT;ATG5;CCL3;CD274;CD58;CHUK;CLTRN;CYP19A1;DNM1L;FGG;FGR;IL1A;IL1B;IL4R;ITGAM;KCNN4;KISS1;LPL;LRRK2;NLRP12;ORM1;ORM2;OSM;PDCD6IP;PTAFR;PTPN22;S100A8;SDCBP;STX4;TLR2;TNF
163,GO_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.003603531210918251,21,102,837,BCL10;BTNL10;CHUK;CUL1;KCNN4;MALT1;NFKBID;NFKBIZ;PIK3CB;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTPN2;PTPN22;PTPRC;TEC;TNFRSF21;ZC3H12A
278,GO_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX,0.0036741095239099385,15,64,837,CD8A;CHRNA1;CHRND;CHUK;CSF2RB;DIABLO;HTR3B;IFNLR1;IL2RA;ITGAM;ITGAX;SDCBP;TGFBR1;TLR2;TLR6
176,GO_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY,0.0036741095239099385,15,64,837,CHUK;CUL1;IL1A;IL1B;IL1R2;IRAK3;MAP3K8;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;UBC;UBE2V1
123,GO_INTERFERON_GAMMA_PRODUCTION,0.0036798819521455008,13,52,837,AZI2;BCL3;CD274;CEBPG;CLEC7A;IL1B;IL23A;LILRB1;PTPN22;SLC11A1;TCIRG1;TNF;ZC3H12A
106,GO_RESPONSE_TO_INSULIN,0.003778440444454106,22,109,837,ATP6V0A1;ATP6V0A4;ATP6V0D2;ATP6V1C1;ATP6V1C2;CRY1;EGR2;FABP3;IL1B;LPL;MYO5A;OPA1;PTPN1;PTPN2;PTPRE;SLC25A33;SLC2A4;SOCS3;SRSF6;SYAP1;TCIRG1;TLR2
398,GO_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS,0.0038244348261128247,6,15,837,C5AR1;C5AR2;CXCL8;IL23A;MOSPD2;MPP1
